cross_section,scenario,eta_ch,n_alpha_over_ne0,tau,Ti_opt,Pnet_Pbrems_variant_i,Pnet_Pbrems_variant_ii
TB,optimistic,0.650,0.0291,0.40,500,0.3785,-0.0170
TB,optimistic,0.700,0.0291,0.40,500,0.4201,0.0246
TB,optimistic,0.750,0.0291,0.40,500,0.4616,0.0661
TB,optimistic,0.800,0.0291,0.40,500,0.5031,0.1076
TB,optimistic,0.850,0.0291,0.40,500,0.5447,0.1492
TB,optimistic,0.900,0.0291,0.40,500,0.5862,0.1907
TB,optimistic,0.950,0.0291,0.40,500,0.6277,0.2322
TB,optimistic,1.000,0.0291,0.40,500,0.6692,0.2737
TB,optimistic,0.000,0.0347,0.40,300,0.0846,-0.5624
TB,optimistic,0.050,0.0347,0.40,300,0.0844,-0.5251
TB,optimistic,0.100,0.0347,0.40,300,0.0842,-0.4851
TB,optimistic,0.150,0.0347,0.40,300,0.0840,-0.4452
TB,optimistic,0.200,0.0347,0.40,300,0.0838,-0.4052
TB,optimistic,0.250,0.0347,0.40,320,0.0875,-0.3652
TB,optimistic,0.300,0.0347,0.40,360,0.0966,-0.3253
TB,optimistic,0.350,0.0347,0.40,400,0.1132,-0.2853
TB,optimistic,0.400,0.0347,0.40,500,0.1428,-0.2453
TB,optimistic,0.450,0.0347,0.40,500,0.1828,-0.2054
TB,optimistic,0.500,0.0347,0.40,500,0.2228,-0.1654
TB,optimistic,0.550,0.0347,0.40,500,0.2627,-0.1254
TB,optimistic,0.600,0.0347,0.40,500,0.3027,-0.0855
TB,optimistic,0.650,0.0347,0.40,500,0.3427,-0.0455
TB,optimistic,0.700,0.0347,0.40,500,0.3826,-0.0056
TB,optimistic,0.750,0.0347,0.40,500,0.4226,0.0344
TB,optimistic,0.800,0.0347,0.40,500,0.4625,0.0744
TB,optimistic,0.850,0.0347,0.40,500,0.5025,0.1143
TB,optimistic,0.900,0.0347,0.40,500,0.5425,0.1543
TB,optimistic,0.950,0.0347,0.40,500,0.5824,0.1943
TB,optimistic,1.000,0.0347,0.40,500,0.6224,0.2342
TB,optimistic,0.000,0.0414,0.40,300,0.0612,-0.5720
TB,optimistic,0.050,0.0414,0.40,300,0.0604,-0.5364
TB,optimistic,0.100,0.0414,0.40,300,0.0597,-0.4982
TB,optimistic,0.150,0.0414,0.40,300,0.0589,-0.4600
TB,optimistic,0.200,0.0414,0.40,300,0.0582,-0.4218
TB,optimistic,0.250,0.0414,0.40,320,0.0610,-0.3836
TB,optimistic,0.300,0.0414,0.40,360,0.0687,-0.3454
TB,optimistic,0.350,0.0414,0.40,400,0.0837,-0.3073
TB,optimistic,0.400,0.0414,0.40,500,0.1106,-0.2691
TB,optimistic,0.450,0.0414,0.40,500,0.1488,-0.2309
TB,optimistic,0.500,0.0414,0.40,500,0.1870,-0.1927
TB,optimistic,0.550,0.0414,0.40,500,0.2252,-0.1545
TB,optimistic,0.600,0.0414,0.40,500,0.2634,-0.1163
TB,optimistic,0.650,0.0414,0.40,500,0.3015,-0.0782
TB,optimistic,0.700,0.0414,0.40,500,0.3397,-0.0400
TB,optimistic,0.750,0.0414,0.40,500,0.3779,-0.0018
TB,optimistic,0.800,0.0414,0.40,500,0.4161,0.0364
TB,optimistic,0.850,0.0414,0.40,500,0.4543,0.0746
TB,optimistic,0.900,0.0414,0.40,500,0.4925,0.1128
TB,optimistic,0.950,0.0414,0.40,500,0.5306,0.1510
TB,optimistic,1.000,0.0414,0.40,500,0.5688,0.1891
TB,optimistic,0.000,0.0494,0.40,300,0.0342,-0.5829
TB,optimistic,0.050,0.0494,0.40,280,0.0360,-0.5493
TB,optimistic,0.100,0.0494,0.40,280,0.0354,-0.5131
TB,optimistic,0.150,0.0494,0.40,300,0.0301,-0.4769
TB,optimistic,0.200,0.0494,0.40,300,0.0288,-0.4408
TB,optimistic,0.250,0.0494,0.40,320,0.0306,-0.4046
TB,optimistic,0.300,0.0494,0.40,360,0.0368,-0.3684
TB,optimistic,0.350,0.0494,0.40,400,0.0500,-0.3322
TB,optimistic,0.400,0.0494,0.40,480,0.0741,-0.2961
TB,optimistic,0.450,0.0494,0.40,500,0.1101,-0.2599
TB,optimistic,0.500,0.0494,0.40,500,0.1462,-0.2237
TB,optimistic,0.550,0.0494,0.40,500,0.1824,-0.1875
TB,optimistic,0.600,0.0494,0.40,500,0.2186,-0.1513
TB,optimistic,0.650,0.0494,0.40,500,0.2548,-0.1152
TB,optimistic,0.700,0.0494,0.40,500,0.2910,-0.0790
TB,optimistic,0.750,0.0494,0.40,500,0.3271,-0.0428
TB,optimistic,0.800,0.0494,0.40,500,0.3633,-0.0066
TB,optimistic,0.850,0.0494,0.40,500,0.3995,0.0296
TB,optimistic,0.900,0.0494,0.40,500,0.4357,0.0657
TB,optimistic,0.950,0.0494,0.40,500,0.4719,0.1019
TB,optimistic,1.000,0.0494,0.40,500,0.5080,0.1381
TB,optimistic,0.000,0.0589,0.40,280,0.0155,-0.5955
TB,optimistic,0.050,0.0589,0.40,280,0.0094,-0.5640
TB,optimistic,0.100,0.0589,0.40,280,0.0033,-0.5301
TB,optimistic,0.150,0.0589,0.40,300,-0.0027,-0.4961
TB,optimistic,0.200,0.0589,0.40,300,-0.0047,-0.4622
TB,optimistic,0.250,0.0589,0.40,320,-0.0040,-0.4283
TB,optimistic,0.300,0.0589,0.40,340,0.0009,-0.3943
TB,optimistic,0.350,0.0589,0.40,380,0.0121,-0.3604
TB,optimistic,0.400,0.0589,0.40,460,0.0330,-0.3265
TB,optimistic,0.450,0.0589,0.40,500,0.0663,-0.2925
TB,optimistic,0.500,0.0589,0.40,500,0.1002,-0.2586
TB,optimistic,0.550,0.0589,0.40,500,0.1342,-0.2246
TB,optimistic,0.600,0.0589,0.40,500,0.1681,-0.1907
TB,optimistic,0.650,0.0589,0.40,500,0.2020,-0.1568
TB,optimistic,0.700,0.0589,0.40,500,0.2360,-0.1228
TB,optimistic,0.750,0.0589,0.40,500,0.2699,-0.0889
TB,optimistic,0.800,0.0589,0.40,500,0.3039,-0.0549
TB,optimistic,0.850,0.0589,0.40,500,0.3378,-0.0210
TB,optimistic,0.900,0.0589,0.40,500,0.3717,0.0129
TB,optimistic,0.950,0.0589,0.40,500,0.4057,0.0469
TB,optimistic,1.000,0.0589,0.40,500,0.4396,0.0808
TB,optimistic,0.000,0.0703,0.40,280,-0.0198,-0.6097
TB,optimistic,0.050,0.0703,0.40,280,-0.0264,-0.5807
TB,optimistic,0.100,0.0703,0.40,280,-0.0330,-0.5492
TB,optimistic,0.150,0.0703,0.40,280,-0.0396,-0.5177
TB,optimistic,0.200,0.0703,0.40,300,-0.0425,-0.4863
TB,optimistic,0.250,0.0703,0.40,320,-0.0430,-0.4548
TB,optimistic,0.300,0.0703,0.40,340,-0.0395,-0.4233
TB,optimistic,0.350,0.0703,0.40,380,-0.0304,-0.3918
TB,optimistic,0.400,0.0703,0.40,440,-0.0129,-0.3604
TB,optimistic,0.450,0.0703,0.40,500,0.0172,-0.3289
TB,optimistic,0.500,0.0703,0.40,500,0.0487,-0.2974
TB,optimistic,0.550,0.0703,0.40,500,0.0802,-0.2660
TB,optimistic,0.600,0.0703,0.40,500,0.1117,-0.2345
TB,optimistic,0.650,0.0703,0.40,500,0.1431,-0.2030
TB,optimistic,0.700,0.0703,0.40,500,0.1746,-0.1716
TB,optimistic,0.750,0.0703,0.40,500,0.2061,-0.1401
TB,optimistic,0.800,0.0703,0.40,500,0.2375,-0.1086
TB,optimistic,0.850,0.0703,0.40,500,0.2690,-0.0771
TB,optimistic,0.900,0.0703,0.40,500,0.3005,-0.0457
TB,optimistic,0.950,0.0703,0.40,500,0.3319,-0.0142
TB,optimistic,1.000,0.0703,0.40,500,0.3634,0.0173
TB,optimistic,0.000,0.0838,0.40,260,-0.0556,-0.6257
TB,optimistic,0.050,0.0838,0.40,260,-0.0662,-0.5993
TB,optimistic,0.100,0.0838,0.40,280,-0.0738,-0.5705
TB,optimistic,0.150,0.0838,0.40,280,-0.0809,-0.5417
TB,optimistic,0.200,0.0838,0.40,300,-0.0849,-0.5129
TB,optimistic,0.250,0.0838,0.40,320,-0.0865,-0.4842
TB,optimistic,0.300,0.0838,0.40,340,-0.0846,-0.4554
TB,optimistic,0.350,0.0838,0.40,380,-0.0778,-0.4266
TB,optimistic,0.400,0.0838,0.40,440,-0.0635,-0.3978
TB,optimistic,0.450,0.0838,0.40,500,-0.0371,-0.3690
TB,optimistic,0.500,0.0838,0.40,500,-0.0083,-0.3402
TB,optimistic,0.550,0.0838,0.40,500,0.0205,-0.3115
TB,optimistic,0.600,0.0838,0.40,500,0.0492,-0.2827
TB,optimistic,0.650,0.0838,0.40,500,0.0780,-0.2539
TB,optimistic,0.700,0.0838,0.40,500,0.1068,-0.2251
TB,optimistic,0.750,0.0838,0.40,500,0.1356,-0.1963
TB,optimistic,0.800,0.0838,0.40,500,0.1644,-0.1676
TB,optimistic,0.850,0.0838,0.40,500,0.1932,-0.1388
TB,optimistic,0.900,0.0838,0.40,500,0.2219,-0.1100
TB,optimistic,0.950,0.0838,0.40,500,0.2507,-0.0812
TB,optimistic,1.000,0.0838,0.40,500,0.2795,-0.0524
TB,optimistic,0.000,0.1000,0.40,260,-0.1001,-0.6435
TB,optimistic,0.050,0.1000,0.40,260,-0.1109,-0.6199
TB,optimistic,0.100,0.1000,0.40,280,-0.1192,-0.5940
TB,optimistic,0.150,0.1000,0.40,280,-0.1268,-0.5681
TB,optimistic,0.200,0.1000,0.40,300,-0.1318,-0.5422
TB,optimistic,0.250,0.1000,0.40,320,-0.1347,-0.5163
TB,optimistic,0.300,0.1000,0.40,340,-0.1344,-0.4904
TB,optimistic,0.350,0.1000,0.40,360,-0.1299,-0.4645
TB,optimistic,0.400,0.1000,0.40,420,-0.1187,-0.4386
TB,optimistic,0.450,0.1000,0.40,500,-0.0966,-0.4127
TB,optimistic,0.500,0.1000,0.40,500,-0.0707,-0.3868
TB,optimistic,0.550,0.1000,0.40,500,-0.0448,-0.3609
TB,optimistic,0.600,0.1000,0.40,500,-0.0189,-0.3350
TB,optimistic,0.650,0.1000,0.40,500,0.0070,-0.3091
TB,optimistic,0.700,0.1000,0.40,500,0.0329,-0.2832
TB,optimistic,0.750,0.1000,0.40,500,0.0588,-0.2573
TB,optimistic,0.800,0.1000,0.40,500,0.0847,-0.2314
TB,optimistic,0.850,0.1000,0.40,500,0.1106,-0.2055
TB,optimistic,0.900,0.1000,0.40,500,0.1365,-0.1796
TB,optimistic,0.950,0.1000,0.40,500,0.1624,-0.1537
TB,optimistic,1.000,0.1000,0.40,500,0.1883,-0.1277
TB,nominal,0.000,0.0050,0.40,320,0.1778,-0.5159
TB,nominal,0.050,0.0050,0.40,320,0.1304,-0.5340
TB,nominal,0.100,0.0050,0.40,320,0.0829,-0.5493
TB,nominal,0.150,0.0050,0.40,320,0.0354,-0.5646
TB,nominal,0.200,0.0050,0.40,320,-0.0121,-0.5799
TB,nominal,0.250,0.0050,0.40,320,-0.0596,-0.5952
TB,nominal,0.300,0.0050,0.40,320,-0.1071,-0.6105
TB,nominal,0.350,0.0050,0.40,340,-0.1539,-0.6258
TB,nominal,0.400,0.0050,0.40,380,-0.1955,-0.6411
TB,nominal,0.450,0.0050,0.40,460,-0.2264,-0.6564
TB,nominal,0.500,0.0050,0.40,500,-0.2421,-0.6717
TB,nominal,0.550,0.0050,0.40,500,-0.2574,-0.6870
TB,nominal,0.600,0.0050,0.40,500,-0.2727,-0.7023
TB,nominal,0.650,0.0050,0.40,500,-0.2880,-0.7176
TB,nominal,0.700,0.0050,0.40,500,-0.3033,-0.7329
TB,nominal,0.750,0.0050,0.40,500,-0.3186,-0.7481
TB,nominal,0.800,0.0050,0.40,500,-0.3339,-0.7634
TB,nominal,0.850,0.0050,0.40,500,-0.3492,-0.7787
TB,nominal,0.900,0.0050,0.40,500,-0.3645,-0.7940
TB,nominal,0.950,0.0050,0.40,500,-0.3798,-0.8093
TB,nominal,1.000,0.0050,0.40,500,-0.3951,-0.8246
TB,nominal,0.000,0.0060,0.40,320,0.1739,-0.5175
TB,nominal,0.050,0.0060,0.40,320,0.1265,-0.5357
TB,nominal,0.100,0.0060,0.40,320,0.0792,-0.5510
TB,nominal,0.150,0.0060,0.40,320,0.0318,-0.5663
TB,nominal,0.200,0.0060,0.40,320,-0.0156,-0.5816
TB,nominal,0.250,0.0060,0.40,320,-0.0630,-0.5970
TB,nominal,0.300,0.0060,0.40,320,-0.1104,-0.6123
TB,nominal,0.350,0.0060,0.40,340,-0.1571,-0.6276
TB,nominal,0.400,0.0060,0.40,380,-0.1987,-0.6429
TB,nominal,0.450,0.0060,0.40,460,-0.2297,-0.6583
TB,nominal,0.500,0.0060,0.40,500,-0.2455,-0.6736
TB,nominal,0.550,0.0060,0.40,500,-0.2608,-0.6889
TB,nominal,0.600,0.0060,0.40,500,-0.2762,-0.7043
TB,nominal,0.650,0.0060,0.40,500,-0.2915,-0.7196
TB,nominal,0.700,0.0060,0.40,500,-0.3068,-0.7349
TB,nominal,0.750,0.0060,0.40,500,-0.3222,-0.7502
TB,nominal,0.800,0.0060,0.40,500,-0.3375,-0.7656
TB,nominal,0.850,0.0060,0.40,500,-0.3528,-0.7809
TB,nominal,0.900,0.0060,0.40,500,-0.3681,-0.7962
TB,nominal,0.950,0.0060,0.40,500,-0.3835,-0.8116
TB,nominal,1.000,0.0060,0.40,500,-0.3988,-0.8269
TB,nominal,0.000,0.0071,0.40,320,0.1693,-0.5194
TB,nominal,0.050,0.0071,0.40,320,0.1220,-0.5376
TB,nominal,0.100,0.0071,0.40,320,0.0748,-0.5530
TB,nominal,0.150,0.0071,0.40,320,0.0275,-0.5683
TB,nominal,0.200,0.0071,0.40,320,-0.0198,-0.5837
TB,nominal,0.250,0.0071,0.40,320,-0.0670,-0.5991
TB,nominal,0.300,0.0071,0.40,320,-0.1143,-0.6144
TB,nominal,0.350,0.0071,0.40,340,-0.1609,-0.6298
TB,nominal,0.400,0.0071,0.40,380,-0.2025,-0.6452
TB,nominal,0.450,0.0071,0.40,460,-0.2336,-0.6605
TB,nominal,0.500,0.0071,0.40,500,-0.2495,-0.6759
TB,nominal,0.550,0.0071,0.40,500,-0.2649,-0.6913
TB,nominal,0.600,0.0071,0.40,500,-0.2802,-0.7066
TB,nominal,0.650,0.0071,0.40,500,-0.2956,-0.7220
TB,nominal,0.700,0.0071,0.40,500,-0.3110,-0.7374
TB,nominal,0.750,0.0071,0.40,500,-0.3263,-0.7527
TB,nominal,0.800,0.0071,0.40,500,-0.3417,-0.7681
TB,nominal,0.850,0.0071,0.40,500,-0.3571,-0.7835
TB,nominal,0.900,0.0071,0.40,500,-0.3724,-0.7988
TB,nominal,0.950,0.0071,0.40,500,-0.3878,-0.8142
TB,nominal,1.000,0.0071,0.40,500,-0.4032,-0.8295
TB,nominal,0.000,0.0085,0.40,320,0.1638,-0.5217
TB,nominal,0.050,0.0085,0.40,320,0.1167,-0.5399
TB,nominal,0.100,0.0085,0.40,320,0.0696,-0.5553
TB,nominal,0.150,0.0085,0.40,320,0.0224,-0.5707
TB,nominal,0.200,0.0085,0.40,320,-0.0247,-0.5861
TB,nominal,0.250,0.0085,0.40,320,-0.0718,-0.6016
TB,nominal,0.300,0.0085,0.40,320,-0.1189,-0.6170
TB,nominal,0.350,0.0085,0.40,340,-0.1655,-0.6324
TB,nominal,0.400,0.0085,0.40,380,-0.2070,-0.6478
TB,nominal,0.450,0.0085,0.40,460,-0.2382,-0.6632
TB,nominal,0.500,0.0085,0.40,500,-0.2542,-0.6786
TB,nominal,0.550,0.0085,0.40,500,-0.2697,-0.6940
TB,nominal,0.600,0.0085,0.40,500,-0.2851,-0.7094
TB,nominal,0.650,0.0085,0.40,500,-0.3005,-0.7248
TB,nominal,0.700,0.0085,0.40,500,-0.3159,-0.7402
TB,nominal,0.750,0.0085,0.40,500,-0.3313,-0.7556
TB,nominal,0.800,0.0085,0.40,500,-0.3467,-0.7711
TB,nominal,0.850,0.0085,0.40,500,-0.3621,-0.7865
TB,nominal,0.900,0.0085,0.40,500,-0.3775,-0.8019
TB,nominal,0.950,0.0085,0.40,500,-0.3929,-0.8173
TB,nominal,1.000,0.0085,0.40,500,-0.4083,-0.8327
TB,nominal,0.000,0.0101,0.40,320,0.1573,-0.5244
TB,nominal,0.050,0.0101,0.40,320,0.1103,-0.5427
TB,nominal,0.100,0.0101,0.40,320,0.0634,-0.5581
TB,nominal,0.150,0.0101,0.40,320,0.0164,-0.5736
TB,nominal,0.200,0.0101,0.40,320,-0.0305,-0.5890
TB,nominal,0.250,0.0101,0.40,320,-0.0775,-0.6045
TB,nominal,0.300,0.0101,0.40,320,-0.1244,-0.6200
TB,nominal,0.350,0.0101,0.40,340,-0.1708,-0.6354
TB,nominal,0.400,0.0101,0.40,360,-0.2124,-0.6509
TB,nominal,0.450,0.0101,0.40,460,-0.2437,-0.6663
TB,nominal,0.500,0.0101,0.40,500,-0.2598,-0.6818
TB,nominal,0.550,0.0101,0.40,500,-0.2753,-0.6972
TB,nominal,0.600,0.0101,0.40,500,-0.2908,-0.7127
TB,nominal,0.650,0.0101,0.40,500,-0.3062,-0.7282
TB,nominal,0.700,0.0101,0.40,500,-0.3217,-0.7436
TB,nominal,0.750,0.0101,0.40,500,-0.3371,-0.7591
TB,nominal,0.800,0.0101,0.40,500,-0.3526,-0.7745
TB,nominal,0.850,0.0101,0.40,500,-0.3680,-0.7900
TB,nominal,0.900,0.0101,0.40,500,-0.3835,-0.8055
TB,nominal,0.950,0.0101,0.40,500,-0.3990,-0.8209
TB,nominal,1.000,0.0101,0.40,500,-0.4144,-0.8364
TB,nominal,0.000,0.0121,0.40,320,0.1496,-0.5276
TB,nominal,0.050,0.0121,0.40,320,0.1028,-0.5459
TB,nominal,0.100,0.0121,0.40,320,0.0561,-0.5614
TB,nominal,0.150,0.0121,0.40,320,0.0094,-0.5769
TB,nominal,0.200,0.0121,0.40,320,-0.0374,-0.5924
TB,nominal,0.250,0.0121,0.40,320,-0.0841,-0.6080
TB,nominal,0.300,0.0121,0.40,320,-0.1309,-0.6235
TB,nominal,0.350,0.0121,0.40,340,-0.1772,-0.6390
TB,nominal,0.400,0.0121,0.40,360,-0.2186,-0.6545
TB,nominal,0.450,0.0121,0.40,460,-0.2501,-0.6700
TB,nominal,0.500,0.0121,0.40,500,-0.2664,-0.6855
TB,nominal,0.550,0.0121,0.40,500,-0.2819,-0.7011
TB,nominal,0.600,0.0121,0.40,500,-0.2975,-0.7166
TB,nominal,0.650,0.0121,0.40,500,-0.3130,-0.7321
TB,nominal,0.700,0.0121,0.40,500,-0.3285,-0.7476
TB,nominal,0.750,0.0121,0.40,500,-0.3440,-0.7631
TB,nominal,0.800,0.0121,0.40,500,-0.3595,-0.7786
TB,nominal,0.850,0.0121,0.40,500,-0.3750,-0.7942
TB,nominal,0.900,0.0121,0.40,500,-0.3906,-0.8097
TB,nominal,0.950,0.0121,0.40,500,-0.4061,-0.8252
TB,nominal,1.000,0.0121,0.40,500,-0.4216,-0.8407
TB,nominal,0.000,0.0144,0.40,320,0.1405,-0.5314
TB,nominal,0.050,0.0144,0.40,320,0.0940,-0.5497
TB,nominal,0.100,0.0144,0.40,320,0.0475,-0.5653
TB,nominal,0.150,0.0144,0.40,320,0.0010,-0.5809
TB,nominal,0.200,0.0144,0.40,320,-0.0455,-0.5964
TB,nominal,0.250,0.0144,0.40,300,-0.0888,-0.6120
TB,nominal,0.300,0.0144,0.40,320,-0.1385,-0.6276
TB,nominal,0.350,0.0144,0.40,340,-0.1846,-0.6432
TB,nominal,0.400,0.0144,0.40,360,-0.2259,-0.6588
TB,nominal,0.450,0.0144,0.40,460,-0.2577,-0.6744
TB,nominal,0.500,0.0144,0.40,500,-0.2742,-0.6899
TB,nominal,0.550,0.0144,0.40,500,-0.2897,-0.7055
TB,nominal,0.600,0.0144,0.40,500,-0.3053,-0.7211
TB,nominal,0.650,0.0144,0.40,500,-0.3209,-0.7367
TB,nominal,0.700,0.0144,0.40,500,-0.3365,-0.7523
TB,nominal,0.750,0.0144,0.40,500,-0.3521,-0.7679
TB,nominal,0.800,0.0144,0.40,500,-0.3677,-0.7834
TB,nominal,0.850,0.0144,0.40,500,-0.3832,-0.7990
TB,nominal,0.900,0.0144,0.40,500,-0.3988,-0.8146
TB,nominal,0.950,0.0144,0.40,500,-0.4144,-0.8302
TB,nominal,1.000,0.0144,0.40,500,-0.4300,-0.8458
TB,nominal,0.000,0.0172,0.40,320,0.1298,-0.5358
TB,nominal,0.050,0.0172,0.40,320,0.0836,-0.5542
TB,nominal,0.100,0.0172,0.40,320,0.0374,-0.5698
TB,nominal,0.150,0.0172,0.40,300,-0.0075,-0.5855
TB,nominal,0.200,0.0172,0.40,300,-0.0484,-0.6012
TB,nominal,0.250,0.0172,0.40,300,-0.0980,-0.6168
TB,nominal,0.300,0.0172,0.40,320,-0.1474,-0.6325
TB,nominal,0.350,0.0172,0.40,340,-0.1933,-0.6481
TB,nominal,0.400,0.0172,0.40,360,-0.2345,-0.6638
TB,nominal,0.450,0.0172,0.40,440,-0.2665,-0.6794
TB,nominal,0.500,0.0172,0.40,500,-0.2832,-0.6951
TB,nominal,0.550,0.0172,0.40,500,-0.2989,-0.7107
TB,nominal,0.600,0.0172,0.40,500,-0.3146,-0.7264
TB,nominal,0.650,0.0172,0.40,500,-0.3302,-0.7421
TB,nominal,0.700,0.0172,0.40,500,-0.3459,-0.7577
TB,nominal,0.750,0.0172,0.40,500,-0.3615,-0.7734
TB,nominal,0.800,0.0172,0.40,500,-0.3772,-0.7890
TB,nominal,0.850,0.0172,0.40,500,-0.3928,-0.8047
TB,nominal,0.900,0.0172,0.40,500,-0.4085,-0.8203
TB,nominal,0.950,0.0172,0.40,500,-0.4242,-0.8360
TB,nominal,1.000,0.0172,0.40,500,-0.4398,-0.8517
TB,nominal,0.000,0.0205,0.40,320,0.1173,-0.5410
TB,nominal,0.050,0.0205,0.40,320,0.0714,-0.5594
TB,nominal,0.100,0.0205,0.40,300,0.0317,-0.5752
TB,nominal,0.150,0.0205,0.40,300,-0.0104,-0.5909
TB,nominal,0.200,0.0205,0.40,300,-0.0596,-0.6067
TB,nominal,0.250,0.0205,0.40,300,-0.1088,-0.6224
TB,nominal,0.300,0.0205,0.40,320,-0.1579,-0.6381
TB,nominal,0.350,0.0205,0.40,340,-0.2036,-0.6539
TB,nominal,0.400,0.0205,0.40,360,-0.2446,-0.6696
TB,nominal,0.450,0.0205,0.40,440,-0.2768,-0.6854
TB,nominal,0.500,0.0205,0.40,500,-0.2939,-0.7011
TB,nominal,0.550,0.0205,0.40,500,-0.3096,-0.7168
TB,nominal,0.600,0.0205,0.40,500,-0.3254,-0.7326
TB,nominal,0.650,0.0205,0.40,500,-0.3411,-0.7483
TB,nominal,0.700,0.0205,0.40,500,-0.3568,-0.7641
TB,nominal,0.750,0.0205,0.40,500,-0.3726,-0.7798
TB,nominal,0.800,0.0205,0.40,500,-0.3883,-0.7955
TB,nominal,0.850,0.0205,0.40,500,-0.4040,-0.8113
TB,nominal,0.900,0.0205,0.40,500,-0.4198,-0.8270
TB,nominal,0.950,0.0205,0.40,500,-0.4355,-0.8427
TB,nominal,1.000,0.0205,0.40,500,-0.4513,-0.8585
TB,nominal,0.000,0.0244,0.40,300,0.1096,-0.5471
TB,nominal,0.050,0.0244,0.40,300,0.0703,-0.5656
TB,nominal,0.100,0.0244,0.40,300,0.0248,-0.5814
TB,nominal,0.150,0.0244,0.40,300,-0.0240,-0.5973
TB,nominal,0.200,0.0244,0.40,300,-0.0727,-0.6131
TB,nominal,0.250,0.0244,0.40,300,-0.1214,-0.6289
TB,nominal,0.300,0.0244,0.40,300,-0.1702,-0.6447
TB,nominal,0.350,0.0244,0.40,340,-0.2156,-0.6606
TB,nominal,0.400,0.0244,0.40,360,-0.2564,-0.6764
TB,nominal,0.450,0.0244,0.40,440,-0.2888,-0.6922
TB,nominal,0.500,0.0244,0.40,500,-0.3062,-0.7081
TB,nominal,0.550,0.0244,0.40,500,-0.3221,-0.7239
TB,nominal,0.600,0.0244,0.40,500,-0.3379,-0.7397
TB,nominal,0.650,0.0244,0.40,500,-0.3537,-0.7556
TB,nominal,0.700,0.0244,0.40,500,-0.3696,-0.7714
TB,nominal,0.750,0.0244,0.40,500,-0.3854,-0.7872
TB,nominal,0.800,0.0244,0.40,500,-0.4012,-0.8030
TB,nominal,0.850,0.0244,0.40,500,-0.4171,-0.8189
TB,nominal,0.900,0.0244,0.40,500,-0.4329,-0.8347
TB,nominal,0.950,0.0244,0.40,500,-0.4487,-0.8505
TB,nominal,1.000,0.0244,0.40,500,-0.4645,-0.8664
TB,nominal,0.000,0.0291,0.40,300,0.1048,-0.5542
TB,nominal,0.050,0.0291,0.40,300,0.0566,-0.5728
TB,nominal,0.100,0.0291,0.40,300,0.0085,-0.5887
TB,nominal,0.150,0.0291,0.40,300,-0.0397,-0.6046
TB,nominal,0.200,0.0291,0.40,300,-0.0879,-0.6205
TB,nominal,0.250,0.0291,0.40,300,-0.1361,-0.6365
TB,nominal,0.300,0.0291,0.40,300,-0.1843,-0.6524
TB,nominal,0.350,0.0291,0.40,320,-0.2294,-0.6683
TB,nominal,0.400,0.0291,0.40,360,-0.2700,-0.6843
TB,nominal,0.450,0.0291,0.40,440,-0.3028,-0.7002
TB,nominal,0.500,0.0291,0.40,500,-0.3206,-0.7161
TB,nominal,0.550,0.0291,0.40,500,-0.3365,-0.7320
TB,nominal,0.600,0.0291,0.40,500,-0.3525,-0.7480
TB,nominal,0.650,0.0291,0.40,500,-0.3684,-0.7639
TB,nominal,0.700,0.0291,0.40,500,-0.3843,-0.7798
TB,nominal,0.750,0.0291,0.40,500,-0.4002,-0.7957
TB,nominal,0.800,0.0291,0.40,500,-0.4162,-0.8117
TB,nominal,0.850,0.0291,0.40,500,-0.4321,-0.8276
TB,nominal,0.900,0.0291,0.40,500,-0.4480,-0.8435
TB,nominal,0.950,0.0291,0.40,500,-0.4640,-0.8595
TB,nominal,1.000,0.0291,0.40,500,-0.4799,-0.8754
TB,nominal,0.000,0.0347,0.40,300,0.0846,-0.5624
TB,nominal,0.050,0.0347,0.40,300,0.0370,-0.5811
TB,nominal,0.100,0.0347,0.40,300,-0.0105,-0.5971
TB,nominal,0.150,0.0347,0.40,300,-0.0581,-0.6131
TB,nominal,0.200,0.0347,0.40,300,-0.1056,-0.6292
TB,nominal,0.250,0.0347,0.40,300,-0.1532,-0.6452
TB,nominal,0.300,0.0347,0.40,300,-0.2007,-0.6612
TB,nominal,0.350,0.0347,0.40,320,-0.2454,-0.6773
TB,nominal,0.400,0.0347,0.40,360,-0.2859,-0.6933
TB,nominal,0.450,0.0347,0.40,420,-0.3189,-0.7093
TB,nominal,0.500,0.0347,0.40,500,-0.3372,-0.7253
TB,nominal,0.550,0.0347,0.40,500,-0.3532,-0.7414
TB,nominal,0.600,0.0347,0.40,500,-0.3692,-0.7574
TB,nominal,0.650,0.0347,0.40,500,-0.3853,-0.7734
TB,nominal,0.700,0.0347,0.40,500,-0.4013,-0.7895
TB,nominal,0.750,0.0347,0.40,500,-0.4173,-0.8055
TB,nominal,0.800,0.0347,0.40,500,-0.4334,-0.8215
TB,nominal,0.850,0.0347,0.40,500,-0.4494,-0.8376
TB,nominal,0.900,0.0347,0.40,500,-0.4654,-0.8536
TB,nominal,0.950,0.0347,0.40,500,-0.4814,-0.8696
TB,nominal,1.000,0.0347,0.40,500,-0.4975,-0.8856
TB,nominal,0.000,0.0414,0.40,300,0.0612,-0.5720
TB,nominal,0.050,0.0414,0.40,300,0.0144,-0.5907
TB,nominal,0.100,0.0414,0.40,300,-0.0324,-0.6068
