cross_section,n_alpha_over_ne,F_scale,p,peak_PF_PB,peak_Ti_keV,ignition
TB,0.01000,0.5000,0.00500,1.14127,380.0,1
TB,0.01310,0.5000,0.00655,1.14983,380.0,1
TB,0.01621,0.5000,0.00810,1.15818,380.0,1
TB,0.01931,0.5000,0.00966,1.16743,340.0,1
TB,0.02241,0.5000,0.01121,1.17754,340.0,1
TB,0.02552,0.5000,0.01276,1.18731,340.0,1
TB,0.02862,0.5000,0.01431,1.19679,340.0,1
TB,0.03172,0.5000,0.01586,1.20604,340.0,1
TB,0.03483,0.5000,0.01741,1.21748,300.0,1
TB,0.03793,0.5000,0.01897,1.22875,300.0,1
TB,0.04103,0.5000,0.02052,1.23976,300.0,1
TB,0.04414,0.5000,0.02207,1.25037,300.0,1
TB,0.04724,0.5000,0.02362,1.26070,300.0,1
TB,0.05034,0.5000,0.02517,1.27296,260.0,1
TB,0.05345,0.5000,0.02672,1.28566,260.0,1
TB,0.05655,0.5000,0.02828,1.29835,260.0,1
TB,0.05966,0.5000,0.02983,1.31062,260.0,1
TB,0.06276,0.5000,0.03138,1.32228,260.0,1
TB,0.06586,0.5000,0.03293,1.33395,260.0,1
TB,0.06897,0.5000,0.03448,1.34892,220.0,1
TB,0.07207,0.5000,0.03603,1.36333,220.0,1
TB,0.07517,0.5000,0.03759,1.37774,220.0,1
TB,0.07828,0.5000,0.03914,1.39214,220.0,1
TB,0.08138,0.5000,0.04069,1.40611,220.0,1
TB,0.08448,0.5000,0.04224,1.41905,220.0,1
TB,0.08759,0.5000,0.04379,1.43200,220.0,1
TB,0.09069,0.5000,0.04534,1.44929,180.0,1
TB,0.09379,0.5000,0.04690,1.46745,180.0,1
TB,0.09690,0.5000,0.04845,1.48406,180.0,1
TB,0.10000,0.5000,0.05000,1.50027,180.0,1
TB,0.01000,0.5517,0.00552,1.14414,380.0,1
TB,0.01310,0.5517,0.00723,1.15350,380.0,1
TB,0.01621,0.5517,0.00894,1.16266,340.0,1
TB,0.01931,0.5517,0.01065,1.17394,340.0,1
TB,0.02241,0.5517,0.01237,1.18484,340.0,1
TB,0.02552,0.5517,0.01408,1.19538,340.0,1
TB,0.02862,0.5517,0.01579,1.20563,340.0,1
TB,0.03172,0.5517,0.01750,1.21815,300.0,1
TB,0.03483,0.5517,0.01922,1.23052,300.0,1
TB,0.03793,0.5517,0.02093,1.24267,300.0,1
TB,0.04103,0.5517,0.02264,1.25417,300.0,1
TB,0.04414,0.5517,0.02435,1.26594,260.0,1
TB,0.04724,0.5517,0.02606,1.28026,260.0,1
TB,0.05034,0.5517,0.02778,1.29427,260.0,1
TB,0.05345,0.5517,0.02949,1.30807,260.0,1
TB,0.05655,0.5517,0.03120,1.32094,260.0,1
TB,0.05966,0.5517,0.03291,1.33382,260.0,1
TB,0.06276,0.5517,0.03463,1.35025,220.0,1
TB,0.06586,0.5517,0.03634,1.36614,220.0,1
TB,0.06897,0.5517,0.03805,1.38204,220.0,1
TB,0.07207,0.5517,0.03976,1.39794,220.0,1
TB,0.07517,0.5517,0.04147,1.41266,220.0,1
TB,0.07828,0.5517,0.04319,1.42694,220.0,1
TB,0.08138,0.5517,0.04490,1.44408,180.0,1
TB,0.08448,0.5517,0.04661,1.46411,180.0,1
TB,0.08759,0.5517,0.04832,1.48276,180.0,1
TB,0.09069,0.5517,0.05004,1.50064,180.0,1
TB,0.09379,0.5517,0.05175,1.51853,180.0,1
TB,0.09690,0.5517,0.05346,1.53641,180.0,1
TB,0.10000,0.5517,0.05517,1.55430,180.0,1
TB,0.01000,0.6034,0.00603,1.14700,380.0,1
TB,0.01310,0.6034,0.00791,1.15713,380.0,1
TB,0.01621,0.6034,0.00978,1.16824,340.0,1
TB,0.01931,0.6034,0.01165,1.18035,340.0,1
TB,0.02241,0.6034,0.01353,1.19204,340.0,1
TB,0.02552,0.6034,0.01540,1.20336,340.0,1
TB,0.02862,0.6034,0.01727,1.21641,300.0,1
TB,0.03172,0.6034,0.01914,1.23001,300.0,1
TB,0.03483,0.6034,0.02102,1.24330,300.0,1
TB,0.03793,0.6034,0.02289,1.25583,300.0,1
TB,0.04103,0.6034,0.02476,1.26955,260.0,1
TB,0.04414,0.6034,0.02663,1.28493,260.0,1
TB,0.04724,0.6034,0.02851,1.30025,260.0,1
TB,0.05034,0.6034,0.03038,1.31478,260.0,1
TB,0.05345,0.6034,0.03225,1.32886,260.0,1
TB,0.05655,0.6034,0.03413,1.34549,220.0,1
TB,0.05966,0.6034,0.03600,1.36300,220.0,1
TB,0.06276,0.6034,0.03787,1.38039,220.0,1
TB,0.06586,0.6034,0.03974,1.39777,220.0,1
TB,0.06897,0.6034,0.04162,1.41385,220.0,1
TB,0.07207,0.6034,0.04349,1.42947,220.0,1
TB,0.07517,0.6034,0.04536,1.44950,180.0,1
TB,0.07828,0.6034,0.04724,1.47140,180.0,1
TB,0.08138,0.6034,0.04911,1.49096,180.0,1
TB,0.08448,0.6034,0.05098,1.51052,180.0,1
TB,0.08759,0.6034,0.05285,1.53008,180.0,1
TB,0.09069,0.6034,0.05473,1.54964,180.0,1
TB,0.09379,0.6034,0.05660,1.56770,180.0,1
TB,0.09690,0.6034,0.05847,1.58485,180.0,1
TB,0.10000,0.6034,0.06034,1.60200,180.0,1
TB,0.01000,0.6552,0.00655,1.14983,380.0,1
TB,0.01310,0.6552,0.00859,1.16070,380.0,1
TB,0.01621,0.6552,0.01062,1.17371,340.0,1
TB,0.01931,0.6552,0.01265,1.18664,340.0,1
TB,0.02241,0.6552,0.01468,1.19905,340.0,1
TB,0.02552,0.6552,0.01672,1.21226,300.0,1
TB,0.02862,0.6552,0.01875,1.22723,300.0,1
TB,0.03172,0.6552,0.02078,1.24166,300.0,1
TB,0.03483,0.6552,0.02282,1.25536,300.0,1
TB,0.03793,0.6552,0.02485,1.27033,260.0,1
TB,0.04103,0.6552,0.02688,1.28697,260.0,1
TB,0.04414,0.6552,0.02892,1.30360,260.0,1
TB,0.04724,0.6552,0.03095,1.31907,260.0,1
TB,0.05034,0.6552,0.03298,1.33435,260.0,1
TB,0.05345,0.6552,0.03502,1.35389,220.0,1
TB,0.05655,0.6552,0.03705,1.37277,220.0,1
TB,0.05966,0.6552,0.03908,1.39165,220.0,1
TB,0.06276,0.6552,0.04112,1.40968,220.0,1
TB,0.06586,0.6552,0.04315,1.42664,220.0,1
TB,0.06897,0.6552,0.04518,1.44741,180.0,1
TB,0.07207,0.6552,0.04722,1.47120,180.0,1
TB,0.07517,0.6552,0.04925,1.49245,180.0,1
TB,0.07828,0.6552,0.05128,1.51369,180.0,1
TB,0.08138,0.6552,0.05332,1.53492,180.0,1
TB,0.08448,0.6552,0.05535,1.55616,180.0,1
TB,0.08759,0.6552,0.05738,1.57489,180.0,1
TB,0.09069,0.6552,0.05942,1.59351,180.0,1
TB,0.09379,0.6552,0.06145,1.61615,140.0,1
TB,0.09690,0.6552,0.06348,1.64278,140.0,1
TB,0.10000,0.6552,0.06552,1.66862,140.0,1
TB,0.01000,0.7069,0.00707,1.15264,380.0,1
TB,0.01310,0.7069,0.00926,1.16482,340.0,1
TB,0.01621,0.7069,0.01146,1.17911,340.0,1
TB,0.01931,0.7069,0.01365,1.19279,340.0,1
TB,0.02241,0.7069,0.01584,1.20594,340.0,1
TB,0.02552,0.7069,0.01804,1.22217,300.0,1
TB,0.02862,0.7069,0.02023,1.23773,300.0,1
TB,0.03172,0.7069,0.02243,1.25275,300.0,1
TB,0.03483,0.7069,0.02462,1.26829,260.0,1
TB,0.03793,0.7069,0.02681,1.28639,260.0,1
TB,0.04103,0.7069,0.02901,1.30433,260.0,1
TB,0.04414,0.7069,0.03120,1.32094,260.0,1
TB,0.04724,0.7069,0.03339,1.33804,220.0,1
TB,0.05034,0.7069,0.03559,1.35919,220.0,1
TB,0.05345,0.7069,0.03778,1.37956,220.0,1
TB,0.05655,0.7069,0.03998,1.39993,220.0,1
TB,0.05966,0.7069,0.04217,1.41846,220.0,1
TB,0.06276,0.7069,0.04436,1.43781,180.0,1
TB,0.06586,0.7069,0.04656,1.46348,180.0,1
TB,0.06897,0.7069,0.04875,1.48723,180.0,1
TB,0.07207,0.7069,0.05095,1.51015,180.0,1
TB,0.07517,0.7069,0.05314,1.53306,180.0,1
TB,0.07828,0.7069,0.05533,1.55598,180.0,1
TB,0.08138,0.7069,0.05753,1.57620,180.0,1
TB,0.08448,0.7069,0.05972,1.59628,180.0,1
TB,0.08759,0.7069,0.06191,1.62222,140.0,1
TB,0.09069,0.7069,0.06411,1.65096,140.0,1
TB,0.09379,0.7069,0.06630,1.67746,140.0,1
TB,0.09690,0.7069,0.06850,1.70219,140.0,1
TB,0.10000,0.7069,0.07069,1.72691,140.0,1
TB,0.01000,0.7586,0.00759,1.15541,380.0,1
TB,0.01310,0.7586,0.00994,1.16929,340.0,1
TB,0.01621,0.7586,0.01229,1.18439,340.0,1
TB,0.01931,0.7586,0.01465,1.19884,340.0,1
TB,0.02241,0.7586,0.01700,1.21441,300.0,1
TB,0.02552,0.7586,0.01936,1.23153,300.0,1
TB,0.02862,0.7586,0.02171,1.24800,300.0,1
TB,0.03172,0.7586,0.02407,1.26366,300.0,1
TB,0.03483,0.7586,0.02642,1.28318,260.0,1
TB,0.03793,0.7586,0.02878,1.30244,260.0,1
TB,0.04103,0.7586,0.03113,1.32041,260.0,1
TB,0.04414,0.7586,0.03348,1.33895,220.0,1
TB,0.04724,0.7586,0.03584,1.36151,220.0,1
TB,0.05034,0.7586,0.03819,1.38337,220.0,1
TB,0.05345,0.7586,0.04055,1.40492,220.0,1
TB,0.05655,0.7586,0.04290,1.42456,220.0,1
TB,0.05966,0.7586,0.04526,1.44825,180.0,1
TB,0.06276,0.7586,0.04761,1.47531,180.0,1
TB,0.06586,0.7586,0.04996,1.49990,180.0,1
TB,0.06897,0.7586,0.05232,1.52449,180.0,1
TB,0.07207,0.7586,0.05467,1.54908,180.0,1
TB,0.07517,0.7586,0.05703,1.57162,180.0,1
TB,0.07828,0.7586,0.05938,1.59318,180.0,1
TB,0.08138,0.7586,0.06174,1.61989,140.0,1
TB,0.08448,0.7586,0.06409,1.65073,140.0,1
TB,0.08759,0.7586,0.06644,1.67907,140.0,1
TB,0.09069,0.7586,0.06880,1.70561,140.0,1
TB,0.09379,0.7586,0.07115,1.73214,140.0,1
TB,0.09690,0.7586,0.07351,1.75867,140.0,1
TB,0.10000,0.7586,0.07586,1.78521,140.0,1
TB,0.01000,0.8103,0.00810,1.15818,380.0,1
TB,0.01310,0.8103,0.01062,1.17371,340.0,1
TB,0.01621,0.8103,0.01313,1.18966,340.0,1
TB,0.01931,0.8103,0.01565,1.20480,340.0,1
TB,0.02241,0.8103,0.01816,1.22305,300.0,1
TB,0.02552,0.8103,0.02068,1.24090,300.0,1
TB,0.02862,0.8103,0.02319,1.25785,300.0,1
TB,0.03172,0.8103,0.02571,1.27734,260.0,1
TB,0.03483,0.8103,0.02822,1.29791,260.0,1
TB,0.03793,0.8103,0.03074,1.31746,260.0,1
TB,0.04103,0.8103,0.03325,1.33659,220.0,1
TB,0.04414,0.8103,0.03577,1.36085,220.0,1
TB,0.04724,0.8103,0.03828,1.38419,220.0,1
TB,0.05034,0.8103,0.04080,1.40700,220.0,1
TB,0.05345,0.8103,0.04331,1.42798,220.0,1
TB,0.05655,0.8103,0.04583,1.45493,180.0,1
TB,0.05966,0.8103,0.04834,1.48295,180.0,1
TB,0.06276,0.8103,0.05086,1.50921,180.0,1
TB,0.06586,0.8103,0.05337,1.53548,180.0,1
TB,0.06897,0.8103,0.05589,1.56117,180.0,1
TB,0.07207,0.8103,0.05840,1.58420,180.0,1
TB,0.07517,0.8103,0.06092,1.60914,140.0,1
TB,0.07828,0.8103,0.06343,1.64208,140.0,1
TB,0.08138,0.8103,0.06595,1.67344,140.0,1
TB,0.08448,0.8103,0.06846,1.70179,140.0,1
TB,0.08759,0.8103,0.07098,1.73013,140.0,1
TB,0.09069,0.8103,0.07349,1.75847,140.0,1
TB,0.09379,0.8103,0.07600,1.78682,140.0,1
TB,0.09690,0.8103,0.07852,1.81126,140.0,1
TB,0.10000,0.8103,0.08103,1.83497,140.0,1
TB,0.01000,0.8621,0.00862,1.16089,380.0,1
TB,0.01310,0.8621,0.01130,1.17810,340.0,1
TB,0.01621,0.8621,0.01397,1.19474,340.0,1
TB,0.01931,0.8621,0.01665,1.21173,300.0,1
TB,0.02241,0.8621,0.01932,1.23128,300.0,1
TB,0.02552,0.8621,0.02200,1.24990,300.0,1
TB,0.02862,0.8621,0.02467,1.26876,260.0,1
TB,0.03172,0.8621,0.02735,1.29076,260.0,1
TB,0.03483,0.8621,0.03002,1.31209,260.0,1
TB,0.03793,0.8621,0.03270,1.33221,260.0,1
TB,0.04103,0.8621,0.03537,1.35720,220.0,1
TB,0.04414,0.8621,0.03805,1.38204,220.0,1
TB,0.04724,0.8621,0.04073,1.40641,220.0,1
TB,0.05034,0.8621,0.04340,1.42873,220.0,1
TB,0.05345,0.8621,0.04608,1.45785,180.0,1
TB,0.05655,0.8621,0.04875,1.48723,180.0,1
TB,0.05966,0.8621,0.05143,1.51518,180.0,1
TB,0.06276,0.8621,0.05410,1.54312,180.0,1
TB,0.06586,0.8621,0.05678,1.56934,180.0,1
TB,0.06897,0.8621,0.05945,1.59383,180.0,1
TB,0.07207,0.8621,0.06213,1.62503,140.0,1
TB,0.07517,0.8621,0.06480,1.66007,140.0,1
TB,0.07828,0.8621,0.06748,1.69073,140.0,1
TB,0.08138,0.8621,0.07015,1.72088,140.0,1
TB,0.08448,0.8621,0.07283,1.75104,140.0,1
TB,0.08759,0.8621,0.07551,1.78119,140.0,1
TB,0.09069,0.8621,0.07818,1.80806,140.0,1
TB,0.09379,0.8621,0.08086,1.83329,140.0,1
TB,0.09690,0.8621,0.08353,1.85852,140.0,1
TB,0.10000,0.8621,0.08621,1.88374,140.0,1
TB,0.01000,0.9138,0.00914,1.16398,340.0,1
TB,0.01310,0.9138,0.01197,1.18237,340.0,1
TB,0.01621,0.9138,0.01481,1.19981,340.0,1
TB,0.01931,0.9138,0.01765,1.21922,300.0,1
TB,0.02241,0.9138,0.02048,1.23950,300.0,1
TB,0.02552,0.9138,0.02332,1.25868,300.0,1
TB,0.02862,0.9138,0.02615,1.28099,260.0,1
TB,0.03172,0.9138,0.02899,1.30419,260.0,1
TB,0.03483,0.9138,0.03183,1.32564,260.0,1
TB,0.03793,0.9138,0.03466,1.35058,220.0,1
TB,0.04103,0.9138,0.03750,1.37691,220.0,1
TB,0.04414,0.9138,0.04033,1.40313,220.0,1
TB,0.04724,0.9138,0.04317,1.42679,220.0,1
TB,0.05034,0.9138,0.04600,1.45701,180.0,1
TB,0.05345,0.9138,0.04884,1.48816,180.0,1
TB,0.05655,0.9138,0.05168,1.51778,180.0,1
TB,0.05966,0.9138,0.05451,1.54741,180.0,1
TB,0.06276,0.9138,0.05735,1.57456,180.0,1
TB,0.06586,0.9138,0.06018,1.60053,180.0,1
TB,0.06897,0.9138,0.06302,1.63671,140.0,1
TB,0.07207,0.9138,0.06586,1.67244,140.0,1
TB,0.07517,0.9138,0.06869,1.70440,140.0,1
TB,0.07828,0.9138,0.07153,1.73636,140.0,1
TB,0.08138,0.9138,0.07436,1.76832,140.0,1
TB,0.08448,0.9138,0.07720,1.79882,140.0,1
TB,0.08759,0.9138,0.08004,1.82555,140.0,1
TB,0.09069,0.9138,0.08287,1.85229,140.0,1
TB,0.09379,0.9138,0.08571,1.87903,140.0,1
TB,0.09690,0.9138,0.08854,1.90577,140.0,1
TB,0.10000,0.9138,0.09138,1.92956,140.0,1
TB,0.01000,0.9655,0.00966,1.16743,340.0,1
TB,0.01310,0.9655,0.01265,1.18664,340.0,1
TB,0.01621,0.9655,0.01565,1.20480,340.0,1
TB,0.01931,0.9655,0.01864,1.22647,300.0,1
TB,0.02241,0.9655,0.02164,1.24753,300.0,1
TB,0.02552,0.9655,0.02464,1.26845,260.0,1
TB,0.02862,0.9655,0.02763,1.29310,260.0,1
TB,0.03172,0.9655,0.03063,1.31665,260.0,1
TB,0.03483,0.9655,0.03363,1.34040,220.0,1
TB,0.03793,0.9655,0.03662,1.36879,220.0,1
TB,0.04103,0.9655,0.03962,1.39661,220.0,1
TB,0.04414,0.9655,0.04262,1.42218,220.0,1
TB,0.04724,0.9655,0.04561,1.45242,180.0,1
TB,0.05034,0.9655,0.04861,1.48574,180.0,1
TB,0.05345,0.9655,0.05161,1.51704,180.0,1
TB,0.05655,0.9655,0.05460,1.54834,180.0,1
TB,0.05966,0.9655,0.05760,1.57685,180.0,1
TB,0.06276,0.9655,0.06059,1.60493,140.0,1
TB,0.06586,0.9655,0.06359,1.64419,140.0,1
TB,0.06897,0.9655,0.06659,1.68068,140.0,1
TB,0.07207,0.9655,0.06958,1.71445,140.0,1
TB,0.07517,0.9655,0.07258,1.74822,140.0,1
TB,0.07828,0.9655,0.07558,1.78199,140.0,1
TB,0.08138,0.9655,0.07857,1.81176,140.0,1
TB,0.08448,0.9655,0.08157,1.84002,140.0,1
TB,0.08759,0.9655,0.08457,1.86827,140.0,1
TB,0.09069,0.9655,0.08756,1.89652,140.0,1
TB,0.09379,0.9655,0.09056,1.92326,140.0,1
TB,0.09690,0.9655,0.09356,1.94626,140.0,1
TB,0.10000,0.9655,0.09655,1.96926,140.0,1
TB,0.01000,1.0172,0.01017,1.17080,340.0,1
TB,0.01310,1.0172,0.01333,1.19085,340.0,1
TB,0.01621,1.0172,0.01649,1.21052,300.0,1
TB,0.01931,1.0172,0.01964,1.23356,300.0,1
TB,0.02241,1.0172,0.02280,1.25524,300.0,1
TB,0.02552,1.0172,0.02596,1.27938,260.0,1
TB,0.02862,1.0172,0.02911,1.30521,260.0,1
TB,0.03172,1.0172,0.03227,1.32899,260.0,1
TB,0.03483,1.0172,0.03543,1.35770,220.0,1
TB,0.03793,1.0172,0.03859,1.38701,220.0,1
TB,0.04103,1.0172,0.04174,1.41489,220.0,1
TB,0.04414,1.0172,0.04490,1.44408,180.0,1
TB,0.04724,1.0172,0.04806,1.47997,180.0,1
TB,0.05034,1.0172,0.05121,1.51294,180.0,1
TB,0.05345,1.0172,0.05437,1.54591,180.0,1
TB,0.05655,1.0172,0.05753,1.57620,180.0,1
TB,0.05966,1.0172,0.06068,1.60610,140.0,1
TB,0.06276,1.0172,0.06384,1.64746,140.0,1
TB,0.06586,1.0172,0.06700,1.68530,140.0,1
TB,0.06897,1.0172,0.07015,1.72088,140.0,1
TB,0.07207,1.0172,0.07331,1.75646,140.0,1
TB,0.07517,1.0172,0.07647,1.79192,140.0,1
TB,0.07828,1.0172,0.07963,1.82169,140.0,1
TB,0.08138,1.0172,0.08278,1.85145,140.0,1
TB,0.08448,1.0172,0.08594,1.88122,140.0,1
TB,0.08759,1.0172,0.08910,1.91099,140.0,1
TB,0.09069,1.0172,0.09225,1.93627,140.0,1
TB,0.09379,1.0172,0.09541,1.96050,140.0,1
TB,0.09690,1.0172,0.09857,1.98473,140.0,1
TB,0.10000,1.0172,0.10172,2.00896,140.0,1
TB,0.01000,1.0690,0.01069,1.17417,340.0,1
TB,0.01310,1.0690,0.01401,1.19495,340.0,1
TB,0.01621,1.0690,0.01732,1.21681,300.0,1
TB,0.01931,1.0690,0.02064,1.24064,300.0,1
TB,0.02241,1.0690,0.02396,1.26295,300.0,1
TB,0.02552,1.0690,0.02728,1.29018,260.0,1
TB,0.02862,1.0690,0.03059,1.31638,260.0,1
TB,0.03172,1.0690,0.03391,1.34331,220.0,1
TB,0.03483,1.0690,0.03723,1.37442,220.0,1
TB,0.03793,1.0690,0.04055,1.40492,220.0,1
TB,0.04103,1.0690,0.04386,1.43259,220.0,1
TB,0.04414,1.0690,0.04718,1.47079,180.0,1
TB,0.04724,1.0690,0.05050,1.50549,180.0,1
TB,0.05034,1.0690,0.05382,1.54014,180.0,1
TB,0.05345,1.0690,0.05713,1.57260,180.0,1
TB,0.05655,1.0690,0.06045,1.60306,140.0,1
TB,0.05966,1.0690,0.06377,1.64652,140.0,1
TB,0.06276,1.0690,0.06709,1.68631,140.0,1
TB,0.06586,1.0690,0.07040,1.72370,140.0,1
TB,0.06897,1.0690,0.07372,1.76109,140.0,1
TB,0.07207,1.0690,0.07704,1.79730,140.0,1
TB,0.07517,1.0690,0.08036,1.82858,140.0,1
TB,0.07828,1.0690,0.08367,1.85986,140.0,1
TB,0.08138,1.0690,0.08699,1.89114,140.0,1
TB,0.08448,1.0690,0.09031,1.92134,140.0,1
TB,0.08759,1.0690,0.09363,1.94681,140.0,1
TB,0.09069,1.0690,0.09694,1.97227,140.0,1
TB,0.09379,1.0690,0.10026,1.99774,140.0,1
TB,0.09690,1.0690,0.10358,2.02320,140.0,1
TB,0.10000,1.0690,0.10690,2.04613,140.0,1
TB,0.01000,1.1207,0.01121,1.17754,340.0,1
TB,0.01310,1.1207,0.01468,1.19905,340.0,1
TB,0.01621,1.1207,0.01816,1.22305,300.0,1
TB,0.01931,1.1207,0.02164,1.24753,300.0,1
TB,0.02241,1.1207,0.02512,1.27253,260.0,1
TB,0.02552,1.1207,0.02860,1.30098,260.0,1
TB,0.02862,1.1207,0.03207,1.32751,260.0,1
TB,0.03172,1.1207,0.03555,1.35886,220.0,1
TB,0.03483,1.1207,0.03903,1.39115,220.0,1
TB,0.03793,1.1207,0.04251,1.42129,220.0,1
TB,0.04103,1.1207,0.04599,1.45681,180.0,1
TB,0.04414,1.1207,0.04946,1.49468,180.0,1
TB,0.04724,1.1207,0.05294,1.53101,180.0,1
TB,0.05034,1.1207,0.05642,1.56607,180.0,1
TB,0.05345,1.1207,0.05990,1.59792,180.0,1
TB,0.05655,1.1207,0.06338,1.64138,140.0,1
TB,0.05966,1.1207,0.06685,1.68370,140.0,1
TB,0.06276,1.1207,0.07033,1.72289,140.0,1
TB,0.06586,1.1207,0.07381,1.76209,140.0,1
TB,0.06897,1.1207,0.07729,1.79966,140.0,1
TB,0.07207,1.1207,0.08077,1.83245,140.0,1
TB,0.07517,1.1207,0.08424,1.86524,140.0,1
TB,0.07828,1.1207,0.08772,1.89804,140.0,1
TB,0.08138,1.1207,0.09120,1.92819,140.0,1
TB,0.08448,1.1207,0.09468,1.95489,140.0,1
TB,0.08759,1.1207,0.09816,1.98158,140.0,1
TB,0.09069,1.1207,0.10163,2.00828,140.0,1
TB,0.09379,1.1207,0.10511,2.03498,140.0,1
TB,0.09690,1.1207,0.10859,2.05646,140.0,1
TB,0.10000,1.1207,0.11207,2.07765,140.0,1
TB,0.01000,1.1724,0.01172,1.18079,340.0,1
TB,0.01310,1.1724,0.01536,1.20316,340.0,1
TB,0.01621,1.1724,0.01900,1.22900,300.0,1
TB,0.01931,1.1724,0.02264,1.25417,300.0,1
TB,0.02241,1.1724,0.02628,1.28201,260.0,1
TB,0.02552,1.1724,0.02992,1.31129,260.0,1
TB,0.02862,1.1724,0.03356,1.33967,220.0,1
TB,0.03172,1.1724,0.03719,1.37409,220.0,1
TB,0.03483,1.1724,0.04083,1.40730,220.0,1
TB,0.03793,1.1724,0.04447,1.43907,180.0,1
TB,0.04103,1.1724,0.04811,1.48052,180.0,1
TB,0.04414,1.1724,0.05175,1.51853,180.0,1
TB,0.04724,1.1724,0.05539,1.55653,180.0,1
TB,0.05034,1.1724,0.05902,1.58991,180.0,1
TB,0.05345,1.1724,0.06266,1.63204,140.0,1
TB,0.05655,1.1724,0.06630,1.67746,140.0,1
TB,0.05966,1.1724,0.06994,1.71847,140.0,1
TB,0.06276,1.1724,0.07358,1.75948,140.0,1
TB,0.06586,1.1724,0.07722,1.79898,140.0,1
TB,0.06897,1.1724,0.08086,1.83329,140.0,1
TB,0.07207,1.1724,0.08449,1.86760,140.0,1
TB,0.07517,1.1724,0.08813,1.90191,140.0,1
TB,0.07828,1.1724,0.09177,1.93257,140.0,1
TB,0.08138,1.1724,0.09541,1.96050,140.0,1
TB,0.08448,1.1724,0.09905,1.98843,140.0,1
TB,0.08759,1.1724,0.10269,2.01636,140.0,1
TB,0.09069,1.1724,0.10633,2.04266,140.0,1
TB,0.09379,1.1724,0.10996,2.06482,140.0,1
TB,0.09690,1.1724,0.11360,2.08699,140.0,1
TB,0.10000,1.1724,0.11724,2.10916,140.0,1
TB,0.01000,1.2241,0.01224,1.18405,340.0,1
TB,0.01310,1.2241,0.01604,1.20718,300.0,1
TB,0.01621,1.2241,0.01984,1.23495,300.0,1
TB,0.01931,1.2241,0.02364,1.26081,300.0,1
TB,0.02241,1.2241,0.02744,1.29149,260.0,1
TB,0.02552,1.2241,0.03124,1.32121,260.0,1
TB,0.02862,1.2241,0.03504,1.35406,220.0,1
TB,0.03172,1.2241,0.03883,1.38933,220.0,1
TB,0.03483,1.2241,0.04263,1.42233,220.0,1
TB,0.03793,1.2241,0.04643,1.46202,180.0,1
TB,0.04103,1.2241,0.05023,1.50269,180.0,1
TB,0.04414,1.2241,0.05403,1.54238,180.0,1
TB,0.04724,1.2241,0.05783,1.57897,180.0,1
TB,0.05034,1.2241,0.06163,1.61848,140.0,1
TB,0.05345,1.2241,0.06543,1.66761,140.0,1
TB,0.05655,1.2241,0.06923,1.71043,140.0,1
TB,0.05966,1.2241,0.07303,1.75325,140.0,1
TB,0.06276,1.2241,0.07683,1.79528,140.0,1
TB,0.06586,1.2241,0.08062,1.83110,140.0,1
TB,0.06897,1.2241,0.08442,1.86693,140.0,1
TB,0.07207,1.2241,0.08822,1.90275,140.0,1
TB,0.07517,1.2241,0.09202,1.93449,140.0,1
TB,0.07828,1.2241,0.09582,1.96365,140.0,1
TB,0.08138,1.2241,0.09962,1.99281,140.0,1
TB,0.08448,1.2241,0.10342,2.02197,140.0,1
TB,0.08759,1.2241,0.10722,2.04809,140.0,1
TB,0.09069,1.2241,0.11102,2.07123,140.0,1
TB,0.09379,1.2241,0.11482,2.09438,140.0,1
TB,0.09690,1.2241,0.11861,2.11752,140.0,1
TB,0.10000,1.2241,0.12241,2.14067,140.0,1
TB,0.01000,1.2759,0.01276,1.18731,340.0,1
TB,0.01310,1.2759,0.01672,1.21226,300.0,1
TB,0.01621,1.2759,0.02068,1.24090,300.0,1
TB,0.01931,1.2759,0.02464,1.26845,260.0,1
TB,0.02241,1.2759,0.02860,1.30098,260.0,1
TB,0.02552,1.2759,0.03256,1.33113,260.0,1
TB,0.02862,1.2759,0.03652,1.36780,220.0,1
TB,0.03172,1.2759,0.04048,1.40432,220.0,1
TB,0.03483,1.2759,0.04444,1.43865,180.0,1
TB,0.03793,1.2759,0.04839,1.48351,180.0,1
TB,0.04103,1.2759,0.05235,1.52486,180.0,1
TB,0.04414,1.2759,0.05631,1.56509,180.0,1
TB,0.04724,1.2759,0.06027,1.60134,180.0,1
TB,0.05034,1.2759,0.06423,1.65260,140.0,1
TB,0.05345,1.2759,0.06819,1.69877,140.0,1
TB,0.05655,1.2759,0.07215,1.74340,140.0,1
TB,0.05966,1.2759,0.07611,1.78802,140.0,1
TB,0.06276,1.2759,0.08007,1.82589,140.0,1
TB,0.06586,1.2759,0.08403,1.86323,140.0,1
TB,0.06897,1.2759,0.08799,1.90056,140.0,1
TB,0.07207,1.2759,0.09195,1.93394,140.0,1
TB,0.07517,1.2759,0.09591,1.96433,140.0,1
TB,0.07828,1.2759,0.09987,1.99473,140.0,1
TB,0.08138,1.2759,0.10383,2.02512,140.0,1
TB,0.08448,1.2759,0.10779,2.05157,140.0,1
TB,0.08759,1.2759,0.11175,2.07569,140.0,1
TB,0.09069,1.2759,0.11571,2.09981,140.0,1
TB,0.09379,1.2759,0.11967,2.12394,140.0,1
TB,0.09690,1.2759,0.12363,2.14804,140.0,1
TB,0.10000,1.2759,0.12759,2.16676,140.0,1
TB,0.01000,1.3276,0.01328,1.19053,340.0,1
