Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
468.8417,0.3488,0.1365,0.0103,0.1837,0.3390,0.6712,0.0041,0.0214,0.0351
388.7878,0.3779,0.1479,0.0144,0.3957,0.5849,0.7487,0.0025,0.1735,0.0127
473.0038,0.3264,0.1626,0.0383,0.4820,0.5966,0.7899,0.0124,0.0412,0.0716
502.1348,0.3468,0.1260,0.0029,0.2771,0.5732,0.6931,0.0070,0.0519,0.0820
415.1056,0.3560,0.1807,0.0038,0.1023,0.3332,0.7508,0.0028,0.0162,0.0771
408.4661,0.3295,0.1774,0.0133,0.4187,0.4950,0.7943,0.0154,0.0321,0.0864
500.3198,0.3254,0.2079,0.0064,0.3598,0.4635,0.6890,0.0046,0.0018,0.1106
420.3225,0.3332,0.1532,0.0058,0.0029,0.2235,0.7545,0.0051,0.0375,0.0437
535.3321,0.4070,0.1573,0.0139,0.2978,0.5933,0.7067,0.0018,0.0344,0.0438
513.9111,0.3862,0.2201,0.0103,0.4784,0.5320,0.7948,0.0187,0.0512,0.0529
552.4943,0.3353,0.1720,0.0075,0.4107,0.4577,0.6124,0.0034,0.0353,0.0431
586.8469,0.3945,0.2226,0.0250,0.4728,0.5721,0.5675,0.0006,0.0032,0.0900
463.9145,0.5599,0.1763,0.0090,0.4705,0.5504,0.7201,0.0120,0.0322,0.0234
382.8407,0.4240,0.1653,0.0087,0.2418,0.5221,0.7632,0.0012,0.0816,0.0026
334.8501,0.3617,0.1802,0.0189,0.2981,0.5379,0.7941,0.0091,0.0808,0.0065
536.4460,0.3252,0.1203,0.0115,0.4535,0.5671,0.7492,0.0041,0.1933,0.0456
406.0189,0.3988,0.0904,0.0020,0.0205,0.3291,0.5971,0.0010,0.0900,0.0128
309.4374,0.4591,0.1277,0.0104,0.0748,0.5067,0.5502,0.0019,0.0027,0.0021
322.9390,0.4018,0.1202,0.0054,0.0005,0.2629,0.5658,0.0016,0.0125,0.1110
517.1508,0.5318,0.1959,0.0094,0.4207,0.5928,0.7878,0.0085,0.1093,0.0256
385.2193,0.3445,0.1916,0.0374,0.0138,0.3664,0.7520,0.0013,0.0194,0.0097
442.4711,0.3599,0.1258,0.0263,0.2136,0.3605,0.6743,0.0000,0.0177,0.0219
433.1812,0.3525,0.1455,0.0131,0.0773,0.4679,0.7389,0.0059,0.0480,0.0380
354.8049,0.3866,0.1260,0.0116,0.0481,0.3879,0.3857,0.0037,0.0229,0.0478
422.7881,0.3672,0.1048,0.0075,0.3919,0.3025,0.7966,0.0007,0.1451,0.0027
447.6481,0.3162,0.1577,0.0048,0.2097,0.5284,0.7273,0.0125,0.0032,0.1005
430.7340,0.6274,0.1995,0.0045,0.4384,0.5491,0.7394,0.0008,0.1088,0.0028
525.5519,0.3280,0.2150,0.0145,0.4426,0.5746,0.6732,0.0118,0.0816,0.0289
360.4054,0.4211,0.0740,0.0124,0.2226,0.5965,0.7943,0.0013,0.0045,0.0302
504.3699,0.7340,0.2320,0.0102,0.4909,0.5452,0.5813,0.0018,0.0707,0.0121
431.2822,0.3092,0.1674,0.0076,0.2689,0.5175,0.7786,0.0069,0.0162,0.0620
596.7432,0.4928,0.1848,0.0021,0.4528,0.5443,0.5647,0.0038,0.0404,0.0788
445.8195,0.3591,0.1668,0.0037,0.3857,0.4495,0.7052,0.0103,0.0467,0.0370
351.4248,0.3529,0.2008,0.0114,0.0641,0.4248,0.6340,0.0013,0.0187,0.0411
445.3791,0.7799,0.2154,0.0117,0.4941,0.5481,0.7833,0.0036,0.0785,0.0276
539.3110,0.6002,0.1620,0.0160,0.4960,0.5959,0.7581,0.0003,0.1550,0.0817
452.8981,0.3115,0.2101,0.0100,0.2447,0.4406,0.6872,0.0006,0.0845,0.0418
510.1053,0.4025,0.2151,0.0081,0.4156,0.4777,0.6535,0.0027,0.0230,0.0309
556.7369,0.6830,0.2113,0.0013,0.3983,0.5937,0.7653,0.0059,0.0786,0.0361
570.8750,0.3880,0.1636,0.0062,0.3725,0.4992,0.7614,0.0039,0.0143,0.1257
515.9512,0.7425,0.2542,0.0027,0.4891,0.5662,0.7468,0.0020,0.1748,0.0369
457.1198,0.3452,0.2868,0.0053,0.3523,0.5823,0.7078,0.0062,0.0234,0.0094
545.8592,0.3817,0.2648,0.0182,0.4749,0.5940,0.7926,0.0007,0.2013,0.0467
491.5622,0.3235,0.1555,0.0073,0.3402,0.5046,0.7294,0.0127,0.0884,0.0369
361.1318,0.4310,0.1860,0.0046,0.4416,0.4528,0.7011,0.0016,0.0667,0.0013
418.6527,0.3775,0.1597,0.0020,0.3430,0.2692,0.7942,0.0072,0.0061,0.0576
419.0902,0.3528,0.2099,0.0214,0.4798,0.5828,0.7678,0.0049,0.1458,0.0314
385.7959,0.3932,0.1362,0.0099,0.0409,0.3545,0.6863,0.0026,0.0100,0.0692
359.2076,0.4523,0.1509,0.0019,0.4218,0.5941,0.6809,0.0094,0.0249,0.0338
421.3163,0.3341,0.1946,0.0227,0.1029,0.4845,0.7118,0.0011,0.0238,0.0479
555.4564,0.3101,0.1307,0.0080,0.3700,0.5638,0.6575,0.0004,0.0973,0.1296
476.8103,0.3269,0.1216,0.0161,0.1853,0.4944,0.5697,0.0023,0.0139,0.0076
496.4720,0.3164,0.1906,0.0061,0.4202,0.5380,0.7684,0.0017,0.0897,0.2247
537.3526,0.8590,0.2070,0.0068,0.4905,0.5999,0.5618,0.0086,0.0538,0.0833
404.4758,0.3671,0.1305,0.0040,0.0235,0.2294,0.4996,0.0022,0.0207,0.1255
331.3641,0.3840,0.1601,0.0175,0.0065,0.4785,0.7515,0.0008,0.0892,0.0302
393.3493,0.4024,0.1784,0.0078,0.4376,0.5881,0.7824,0.0088,0.0907,0.0828
503.8605,0.3039,0.1323,0.0056,0.0703,0.4045,0.7316,0.0054,0.0111,0.0193
546.9613,0.3148,0.1738,0.0303,0.4834,0.5146,0.7533,0.0061,0.1370,0.0259
444.1145,0.3376,0.2021,0.0056,0.4699,0.5896,0.6772,0.0176,0.0120,0.0807
404.5780,0.4334,0.1802,0.0174,0.4814,0.5184,0.6529,0.0008,0.0413,0.0165
411.7660,0.3865,0.0796,0.0143,0.0183,0.5529,0.7826,0.0017,0.0122,0.0501
534.5418,0.5114,0.2265,0.0012,0.4777,0.4772,0.7596,0.0118,0.0680,0.0064
567.0471,0.6070,0.2162,0.0157,0.4735,0.5643,0.6105,0.0099,0.0228,0.0310
457.8158,0.3739,0.1949,0.0111,0.3678,0.4078,0.7910,0.0041,0.0375,0.0454
357.2237,0.3957,0.1035,0.0128,0.0602,0.4212,0.7179,0.0049,0.0925,0.0102
465.6350,0.3750,0.1730,0.0068,0.4616,0.4919,0.7253,0.0046,0.1564,0.0193
558.2204,0.4277,0.1981,0.0074,0.3897,0.5435,0.7222,0.0104,0.0139,0.0607
496.5178,0.3733,0.1421,0.0073,0.3850,0.5220,0.6501,0.0023,0.1157,0.0001
555.3075,0.3858,0.1780,0.0069,0.3426,0.5164,0.7609,0.0011,0.1469,0.0059
517.7243,0.3784,0.2559,0.0201,0.4661,0.5159,0.7154,0.0097,0.0220,0.0064
555.5305,0.3919,0.2495,0.0099,0.4537,0.5853,0.6147,0.0117,0.0700,0.0047
489.6440,0.3311,0.1848,0.0010,0.2444,0.4840,0.6642,0.0120,0.0152,0.0348
585.6680,0.6314,0.1724,0.0013,0.4805,0.5886,0.5505,0.0012,0.0974,0.1089
306.6233,0.4056,0.1472,0.0201,0.0027,0.1383,0.7502,0.0073,0.0285,0.0243
483.6114,0.3129,0.1249,0.0173,0.4783,0.5633,0.7368,0.0114,0.0871,0.0311
434.6885,0.6943,0.1419,0.0125,0.4632,0.5926,0.7701,0.0014,0.0604,0.0262
507.8413,0.3248,0.2571,0.0051,0.4860,0.5907,0.5949,0.0004,0.1464,0.0206
591.7297,0.3331,0.2157,0.0419,0.4765,0.4825,0.7818,0.0049,0.0616,0.0122
404.7208,0.4203,0.1330,0.0222,0.4463,0.5658,0.7536,0.0001,0.0153,0.1179
534.9130,0.5229,0.1487,0.0122,0.4503,0.5872,0.6586,0.0125,0.0237,0.0023
494.5282,0.3905,0.1953,0.0026,0.4749,0.4463,0.7500,0.0057,0.0190,0.1357
542.8885,0.3422,0.1365,0.0177,0.4129,0.5841,0.7716,0.0079,0.0151,0.1646
435.9977,0.3430,0.1260,0.0220,0.0012,0.3495,0.5620,0.0011,0.0597,0.0177
593.3051,0.3297,0.1807,0.0211,0.3616,0.5900,0.6314,0.0091,0.0228,0.0394
596.6922,0.5480,0.1395,0.0130,0.4802,0.5282,0.7286,0.0044,0.0143,0.0645
381.2433,0.3717,0.1640,0.0086,0.4724,0.5389,0.7712,0.0062,0.0703,0.1253
395.6567,0.3355,0.1705,0.0032,0.3692,0.3647,0.6971,0.0121,0.0260,0.0401
570.9217,0.3058,0.2791,0.0043,0.4601,0.5247,0.7886,0.0127,0.1179,0.0281
365.9916,0.3692,0.1167,0.0074,0.2463,0.5868,0.7014,0.0160,0.0136,0.0329
444.0229,0.3694,0.1808,0.0326,0.4087,0.5154,0.7822,0.0016,0.0052,0.1049
563.8294,0.3534,0.1115,0.0102,0.1634,0.4867,0.7754,0.0030,0.0133,0.0134
510.1856,0.4567,0.1679,0.0068,0.3883,0.5865,0.7532,0.0033,0.0725,0.0978
399.7831,0.3501,0.1720,0.0144,0.1859,0.2146,0.7073,0.0098,0.0009,0.0020
516.6883,0.3634,0.2266,0.0134,0.4503,0.4741,0.7982,0.0006,0.0389,0.1444
522.2002,0.3342,0.1033,0.0055,0.2298,0.2380,0.7910,0.0036,0.0043,0.0826
430.5213,0.3173,0.1882,0.0261,0.4830,0.2717,0.7979,0.0025,0.0147,0.0809
560.5278,0.3197,0.1588,0.0027,0.3018,0.4074,0.7485,0.0086,0.0944,0.0162
390.8747,0.4054,0.1492,0.0016,0.0997,0.5733,0.5956,0.0059,0.0129,0.0154
312.7919,0.4150,0.1219,0.0032,0.0237,0.5323,0.4797,0.0037,0.0568,0.0798
573.0663,0.5008,0.2550,0.0030,0.3909,0.5845,0.7975,0.0025,0.0212,0.1387
596.4533,0.6650,0.1617,0.0157,0.4055,0.5596,0.7707,0.0046,0.0040,0.0007
546.8680,0.3491,0.1447,0.0082,0.4187,0.5890,0.7374,0.0146,0.1438,0.0054
471.2994,0.3363,0.1638,0.0198,0.2368,0.4632,0.7229,0.0092,0.0097,0.0278
463.8903,0.7541,0.1732,0.0235,0.4854,0.5745,0.7566,0.0075,0.0030,0.0221
554.0735,0.3009,0.2264,0.0019,0.2157,0.5508,0.7193,0.0049,0.0252,0.0859
479.3490,0.3142,0.1717,0.0011,0.4215,0.2951,0.7867,0.0053,0.0621,0.1221
540.5221,0.3136,0.1112,0.0235,0.4283,0.4061,0.7274,0.0024,0.0739,0.0140
582.1403,0.3645,0.2809,0.0208,0.4959,0.5819,0.6601,0.0171,0.0126,0.0151
491.5988,0.4164,0.2872,0.0092,0.4903,0.5261,0.7019,0.0039,0.0419,0.0394
498.7954,0.3164,0.1535,0.0122,0.0080,0.5609,0.5782,0.0036,0.0128,0.0931
487.1125,0.5901,0.2664,0.0109,0.4981,0.5408,0.7522,0.0055,0.0234,0.0830
375.8239,0.3847,0.1093,0.0016,0.2946,0.5092,0.7736,0.0022,0.0784,0.1224
514.2899,0.3090,0.1746,0.0033,0.4510,0.5480,0.6158,0.0180,0.0070,0.0545
587.2525,0.4703,0.1448,0.0144,0.4376,0.4945,0.7141,0.0012,0.0522,0.0099
550.4174,0.3346,0.1468,0.0021,0.1680,0.5139,0.4685,0.0001,0.0106,0.0014
582.2675,0.9626,0.2401,0.0011,0.4522,0.5270,0.7263,0.0017,0.0726,0.0274
438.0959,0.4027,0.2205,0.0034,0.3663,0.5726,0.7382,0.0115,0.0323,0.0406
363.0956,0.3966,0.1159,0.0110,0.1840,0.5479,0.5581,0.0000,0.0604,0.0028
499.9151,0.6983,0.2704,0.0072,0.4152,0.5855,0.7555,0.0006,0.0143,0.0652
486.7862,0.3327,0.1466,0.0169,0.3043,0.4583,0.7830,0.0148,0.0086,0.0426
369.7516,0.3334,0.2613,0.0080,0.3147,0.5153,0.6897,0.0022,0.0313,0.0013
592.8521,0.6761,0.2120,0.0159,0.4843,0.5345,0.5189,0.0004,0.0364,0.0212
375.6008,0.3882,0.1633,0.0107,0.4101,0.5937,0.6606,0.0103,0.0048,0.0402
536.5245,0.3601,0.2000,0.0036,0.4886,0.5207,0.6614,0.0047,0.1626,0.0425
309.1383,0.4066,0.2045,0.0030,0.1022,0.5540,0.7314,0.0013,0.0517,0.0044
502.0492,0.3151,0.1320,0.0361,0.3359,0.5304,0.7975,0.0135,0.0400,0.0041
575.7568,0.3081,0.1597,0.0199,0.0681,0.5279,0.6484,0.0009,0.0323,0.0051
442.4132,0.3251,0.2024,0.0363,0.2488,0.4693,0.7440,0.0007,0.0390,0.0108
582.5094,0.4247,0.2798,0.0229,0.4331,0.5586,0.7722,0.0018,0.0593,0.0287
400.9605,0.3359,0.2286,0.0117,0.3342,0.5740,0.7214,0.0003,0.1088,0.0407
518.3109,0.3201,0.2190,0.0188,0.1420,0.5183,0.7583,0.0022,0.0048,0.0049
454.9168,0.3234,0.1552,0.0029,0.3778,0.5991,0.5802,0.0015,0.0788,0.0598
353.3611,0.3872,0.1303,0.0042,0.3065,0.5838,0.7419,0.0003,0.0053,0.2160
504.4406,0.6567,0.1554,0.0050,0.4558,0.5292,0.7003,0.0025,0.0212,0.0443
496.2148,0.5143,0.2456,0.0167,0.4665,0.4924,0.6804,0.0004,0.0041,0.0240
539.9263,0.3006,0.1660,0.0166,0.3678,0.4389,0.7250,0.0059,0.0772,0.0627
475.8979,0.3408,0.2758,0.0154,0.4587,0.5754,0.7550,0.0089,0.0601,0.0323
440.2268,0.3890,0.0924,0.0049,0.3956,0.4554,0.7998,0.0075,0.0558,0.0018
519.3962,0.4490,0.2368,0.0107,0.4882,0.5814,0.7419,0.0009,0.2503,0.0169
553.2664,0.3756,0.2487,0.0125,0.3914,0.5453,0.7546,0.0070,0.0043,0.0829
448.8488,0.4554,0.2444,0.0014,0.4989,0.5954,0.7718,0.0047,0.0027,0.2657
456.2641,0.3649,0.1399,0.0045,0.0008,0.4993,0.6480,0.0025,0.0509,0.0218
355.4830,0.3478,0.2236,0.0091,0.4489,0.5233,0.7186,0.0140,0.0040,0.0105
367.3185,0.3744,0.1594,0.0060,0.1235,0.5443,0.5372,0.0053,0.0188,0.0415
398.7894,0.3495,0.1763,0.0094,0.2072,0.4776,0.7588,0.0038,0.0621,0.0848
320.2181,0.4144,0.1614,0.0181,0.2681,0.5871,0.7907,0.0058,0.0627,0.0018
369.1277,0.3212,0.2359,0.0023,0.3302,0.4749,0.7612,0.0081,0.0484,0.0026
374.2278,0.3767,0.1088,0.0164,0.1136,0.2383,0.7538,0.0061,0.0138,0.0505
517.4842,0.9819,0.2961,0.0018,0.4781,0.5863,0.6567,0.0139,0.0440,0.0063
414.1777,0.4994,0.1578,0.0053,0.4719,0.5936,0.7516,0.0042,0.0536,0.1393
564.5886,0.3232,0.1136,0.0040,0.4798,0.4891,0.7014,0.0052,0.0346,0.1319
494.9476,0.3294,0.1201,0.0126,0.2094,0.4470,0.6253,0.0001,0.0842,0.0184
598.2762,0.3842,0.2131,0.0028,0.4559,0.5789,0.7177,0.0122,0.1720,0.0523
439.4913,0.4177,0.1255,0.0115,0.3804,0.5347,0.7146,0.0028,0.0333,0.0491
474.8464,0.3148,0.1760,0.0212,0.4433,0.3969,0.6815,0.0007,0.0009,0.1000
514.0035,0.3304,0.2219,0.0282,0.4164,0.5750,0.6958,0.0021,0.0445,0.0777
405.8737,0.3396,0.1672,0.0273,0.2120,0.3306,0.7477,0.0076,0.0052,0.0312
460.2562,0.3538,0.1892,0.0142,0.3402,0.5985,0.7866,0.0173,0.0498,0.0235
573.2957,0.3131,0.2143,0.0047,0.4957,0.5676,0.6855,0.0019,0.0941,0.2408
398.4943,0.4867,0.1820,0.0030,0.4878,0.5159,0.7669,0.0087,0.1130,0.0056
521.7540,0.3038,0.1644,0.0097,0.2963,0.5421,0.6078,0.0007,0.0936,0.0741
316.4248,0.3741,0.1874,0.0167,0.4325,0.4541,0.7972,0.0069,0.0248,0.0470
330.0359,0.4212,0.1319,0.0101,0.0021,0.4172,0.3703,0.0058,0.0553,0.0060
486.8685,0.4086,0.2104,0.0091,0.3962,0.5820,0.7305,0.0098,0.0957,0.0126
461.5152,0.3291,0.1449,0.0102,0.3442,0.5857,0.6502,0.0198,0.0110,0.0080
433.4350,0.3805,0.1066,0.0156,0.0697,0.5546,0.7326,0.0019,0.0265,0.0411
407.5594,0.3411,0.2340,0.0044,0.4264,0.5796,0.7600,0.0186,0.0269,0.0486
515.3283,0.8336,0.2433,0.0034,0.4470,0.5882,0.5344,0.0019,0.0894,0.0014
427.3028,0.3145,0.1728,0.0074,0.0016,0.5028,0.4341,0.0021,0.0066,0.0065
325.1605,0.3728,0.1783,0.0123,0.0495,0.3719,0.7634,0.0146,0.0133,0.0074
401.3176,0.3914,0.1595,0.0160,0.4884,0.4499,0.7933,0.0150,0.0119,0.0279
453.5130,0.3577,0.0987,0.0099,0.2761,0.1993,0.7926,0.0033,0.0493,0.0225
417.1759,0.5242,0.1768,0.0249,0.4682,0.5907,0.6386,0.0018,0.0168,0.0181
540.1186,0.4216,0.2219,0.0087,0.4636,0.5613,0.7741,0.0107,0.0270,0.1530
386.1780,0.3703,0.1383,0.0055,0.3878,0.4897,0.7749,0.0043,0.1801,0.0199
372.5485,0.4897,0.2783,0.0059,0.4766,0.5742,0.7984,0.0088,0.0446,0.0021
490.7018,0.8059,0.2089,0.0135,0.4777,0.5944,0.7330,0.0006,0.1299,0.0427
490.2615,0.3058,0.1714,0.0238,0.4006,0.4335,0.7485,0.0129,0.0138,0.0516
470.5985,0.3116,0.1778,0.0051,0.3927,0.5216,0.5644,0.0058,0.0170,0.0454
427.0585,0.3638,0.1282,0.0025,0.4681,0.4708,0.7491,0.0111,0.0693,0.0585
533.7821,0.3354,0.1653,0.0208,0.4458,0.5080,0.7754,0.0023,0.1984,0.0202
506.0882,0.3326,0.1168,0.0133,0.1265,0.5970,0.7424,0.0052,0.0865,0.0212
332.3782,0.4089,0.1026,0.0035,0.0181,0.4927,0.3305,0.0039,0.0337,0.0525
508.4973,0.4879,0.2196,0.0034,0.4004,0.5616,0.6381,0.0048,0.0735,0.0014
499.4137,0.3342,0.2059,0.0158,0.3519,0.3614,0.7096,0.0014,0.0142,0.0208
335.2626,0.3774,0.1523,0.0201,0.4034,0.3467,0.7861,0.0050,0.0563,0.0207
348.8539,0.3800,0.1125,0.0095,0.0349,0.1177,0.6366,0.0012,0.0070,0.0366
587.7530,0.4074,0.1893,0.0096,0.4963,0.5033,0.6094,0.0037,0.0181,0.1076
513.0601,0.3718,0.1908,0.0196,0.4863,0.5432,0.7605,0.0155,0.0446,0.0592
461.3112,0.3081,0.2206,0.0335,0.2576,0.5666,0.7224,0.0001,0.0485,0.0334
355.7667,0.3722,0.1631,0.0207,0.0404,0.4372,0.4201,0.0006,0.0354,0.0335
380.1040,0.3775,0.1296,0.0131,0.0544,0.1921,0.6680,0.0013,0.0791,0.0469
599.2781,0.7552,0.2012,0.0109,0.4720,0.5700,0.7750,0.0167,0.0287,0.0401
423.1462,0.3500,0.2589,0.0071,0.3100,0.5879,0.7890,0.0052,0.0178,0.0701
325.6579,0.3902,0.1691,0.0147,0.0241,0.3122,0.6096,0.0047,0.0082,0.0562
453.6715,0.3479,0.1789,0.0200,0.4365,0.5845,0.6849,0.0040,0.1133,0.0361
387.7534,0.5564,0.2130,0.0072,0.4262,0.5561,0.7951,0.0116,0.0086,0.0112
365.7103,0.4354,0.1040,0.0051,0.2445,0.3232,0.7366,0.0017,0.0279,0.0053
517.6935,0.3386,0.1392,0.0094,0.4856,0.4594,0.6545,0.0031,0.0033,0.1152
510.9023,0.3882,0.1975,0.0233,0.4236,0.5972,0.6171,0.0008,0.0352,0.0667
576.4841,0.3316,0.1809,0.0052,0.2870,0.4540,0.7643,0.0043,0.0343,0.0822
569.9131,0.4037,0.1226,0.0153,0.3489,0.5759,0.7896,0.0020,0.0019,0.0995
452.5417,0.3408,0.1262,0.0043,0.0846,0.1940,0.6792,0.0061,0.0712,0.0365
501.8627,0.6464,0.2166,0.0060,0.4632,0.5690,0.7467,0.0189,0.0078,0.0335
599.4070,0.4852,0.2258,0.0171,0.4605,0.5311,0.5834,0.0019,0.0560,0.0075
469.4329,0.4702,0.1808,0.0012,0.4554,0.4978,0.7043,0.0105,0.0640,0.0068
303.0722,0.5835,0.1383,0.0126,0.4948,0.5684,0.7992,0.0003,0.0285,0.0245
419.5596,0.3699,0.1264,0.0172,0.3197,0.3057,0.7602,0.0091,0.0100,0.0017
577.5531,0.4493,0.1447,0.0255,0.4653,0.5478,0.7530,0.0032,0.0848,0.0213
418.2384,0.3617,0.2040,0.0123,0.4878,0.4923,0.7865,0.0018,0.1333,0.0777
304.1817,0.4092,0.1441,0.0069,0.0832,0.2802,0.6175,0.0024,0.0262,0.0782
552.6108,0.5352,0.2247,0.0075,0.4955,0.5754,0.7127,0.0076,0.0773,0.1408
593.4949,0.7278,0.2042,0.0083,0.4093,0.5626,0.6644,0.0020,0.0382,0.0195
342.7017,0.3507,0.1661,0.0103,0.2551,0.4336,0.7816,0.0155,0.0043,0.0207
386.2534,0.3829,0.1022,0.0330,0.1055,0.1765,0.7380,0.0011,0.0311,0.0090
486.0863,0.3070,0.1951,0.0079,0.0859,0.5244,0.6293,0.0102,0.0019,0.0395
481.0181,0.3599,0.1560,0.0365,0.4241,0.5939,0.7976,0.0060,0.0864,0.0415
561.8931,0.9692,0.1753,0.0014,0.4723,0.5623,0.7477,0.0137,0.0108,0.0534
583.1851,0.5631,0.1935,0.0215,0.4533,0.5954,0.6949,0.0037,0.1324,0.0043
431.7111,0.6752,0.2235,0.0176,0.4751,0.5917,0.6650,0.0039,0.0193,0.0457
416.3176,0.3405,0.1611,0.0097,0.3991,0.3514,0.7834,0.0092,0.1079,0.0113
502.8997,0.3128,0.1537,0.0145,0.0936,0.4206,0.6953,0.0085,0.0057,0.0615
423.9259,0.3266,0.2160,0.0072,0.1108,0.5904,0.6834,0.0030,0.0304,0.0646
496.8851,0.3352,0.1457,0.0079,0.2520,0.3465,0.7606,0.0074,0.0661,0.0152
474.1457,0.3330,0.1665,0.0068,0.1617,0.5807,0.6058,0.0042,0.0076,0.0940
579.4508,0.3185,0.2495,0.0278,0.4066,0.5520,0.5989,0.0006,0.0110,0.0169
495.5662,0.3103,0.2237,0.0155,0.4278,0.5366,0.7869,0.0048,0.0764,0.1361
531.3062,0.4248,0.1728,0.0049,0.4908,0.3990,0.7654,0.0013,0.1101,0.0238
595.6543,0.3542,0.1539,0.0018,0.3262,0.5949,0.7450,0.0066,0.0570,0.1383
540.6009,0.3615,0.2289,0.0129,0.4013,0.5694,0.6655,0.0053,0.0551,0.0551
582.0544,0.3139,0.1496,0.0101,0.4607,0.4014,0.7251,0.0100,0.0313,0.0715
405.5390,0.4451,0.2329,0.0018,0.4891,0.5570,0.6167,0.0026,0.0550,0.0327
443.3186,0.3220,0.2120,0.0151,0.4933,0.4855,0.7209,0.0157,0.0089,0.0382
531.9814,0.3457,0.2016,0.0258,0.2648,0.4934,0.7453,0.0012,0.0105,0.0150
566.2510,0.6213,0.1948,0.0066,0.4968,0.5110,0.5664,0.0067,0.0361,0.0131
535.5026,0.4983,0.1854,0.0164,0.4854,0.5979,0.7957,0.0149,0.0652,0.0860
412.6172,0.3721,0.0816,0.0048,0.0106,0.5222,0.7405,0.0048,0.0091,0.0105
361.3441,0.3921,0.2561,0.0197,0.4495,0.5375,0.7694,0.0056,0.0078,0.0024
505.3359,0.3441,0.1083,0.0254,0.4507,0.5936,0.7308,0.0029,0.1114,0.0083
508.3411,0.7974,0.2036,0.0421,0.4819,0.5655,0.7859,0.0006,0.0090,0.0006
454.4230,0.5458,0.2412,0.0092,0.4506,0.5075,0.7539,0.0028,0.0555,0.0015
516.9275,0.3695,0.2813,0.0106,0.4428,0.5593,0.6793,0.0066,0.0368,0.0271
305.7173,0.3968,0.1414,0.0106,0.0263,0.1866,0.7690,0.0092,0.0258,0.0448
480.9475,0.3040,0.1620,0.0020,0.4863,0.5121,0.6931,0.0145,0.0843,0.0780
430.9702,0.4589,0.2695,0.0032,0.4173,0.5736,0.7279,0.0039,0.0358,0.0443
540.3344,0.3293,0.1502,0.0023,0.4365,0.4908,0.7530,0.0060,0.0015,0.2471
571.2674,0.9084,0.1763,0.0098,0.4914,0.5955,0.5198,0.0066,0.0036,0.1022
364.2348,0.3348,0.2044,0.0018,0.4551,0.2655,0.7781,0.0142,0.0274,0.0079
436.9593,0.3286,0.1630,0.0126,0.0248,0.2251,0.5826,0.0030,0.0743,0.0057
546.6134,0.7521,0.2747,0.0195,0.4607,0.5871,0.7274,0.0053,0.0398,0.0212
595.8006,0.4364,0.2888,0.0029,0.4729,0.5539,0.7801,0.0153,0.1034,0.0158
590.8238,0.3269,0.1982,0.0263,0.4998,0.5923,0.7379,0.0018,0.0671,0.2287
438.7485,0.3347,0.1435,0.0256,0.1374,0.3367,0.7056,0.0086,0.0290,0.0077
405.5728,0.4142,0.1544,0.0131,0.4540,0.5096,0.7978,0.0032,0.0008,0.1687
506.5112,0.3766,0.1757,0.0011,0.3823,0.5885,0.7986,0.0118,0.1665,0.0394
368.3610,0.3493,0.2001,0.0153,0.0220,0.5562,0.7669,0.0065,0.0022,0.0502
398.0264,0.3209,0.2128,0.0194,0.3909,0.3952,0.7566,0.0003,0.0333,0.0542
478.1972,0.4394,0.1669,0.0339,0.4943,0.4397,0.7832,0.0014,0.0246,0.0120
306.8751,0.4118,0.1083,0.0043,0.0104,0.2391,0.7292,0.0011,0.0446,0.0359
526.3866,0.3394,0.1171,0.0034,0.2438,0.5312,0.5438,0.0010,0.0256,0.0299
532.0747,0.3114,0.1803,0.0125,0.3248,0.5521,0.7140,0.0197,0.0078,0.0391
517.5394,0.3517,0.1857,0.0042,0.4582,0.3506,0.7562,0.0037,0.0522,0.0659
426.4073,0.3663,0.0987,0.0266,0.2041,0.3832,0.7609,0.0023,0.0419,0.0077
402.3927,0.3644,0.1154,0.0049,0.1624,0.1106,0.6869,0.0067,0.0153,0.0574
599.2470,0.5610,0.1493,0.0223,0.4878,0.5472,0.7022,0.0013,0.0019,0.0951
381.6009,0.3461,0.1996,0.0060,0.3277,0.3476,0.7788,0.0004,0.0854,0.0703
560.6881,0.4748,0.2292,0.0403,0.4575,0.5743,0.7869,0.0070,0.0097,0.0343
414.0102,0.4076,0.1839,0.0021,0.2839,0.5978,0.6961,0.0124,0.0085,0.0267
570.0708,0.3216,0.2578,0.0134,0.4522,0.5505,0.7623,0.0108,0.1233,0.0202
576.7386,0.7030,0.2434,0.0090,0.4966,0.5837,0.6821,0.0008,0.0199,0.2352
513.0912,0.9214,0.1587,0.0129,0.4699,0.5819,0.7162,0.0001,0.0739,0.0145
551.3541,0.3153,0.1855,0.0173,0.1924,0.5239,0.6754,0.0018,0.0291,0.0372
494.2633,0.4294,0.2502,0.0246,0.4826,0.5490,0.7284,0.0020,0.0544,0.0500
478.8243,0.3435,0.1919,0.0129,0.2535,0.5953,0.7945,0.0012,0.0751,0.1035
557.8632,0.3082,0.1296,0.0180,0.2942,0.4177,0.7747,0.0055,0.1092,0.0120
322.1508,0.4529,0.1006,0.0116,0.0690,0.4835,0.7135,0.0005,0.0550,0.0033
579.7469,0.4220,0.2035,0.0025,0.3571,0.5457,0.7455,0.0084,0.0773,0.0168
