Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
599.2522,0.9311,0.2461,0.0183,0.4854,0.5910,0.5015,0.0132,0.0216,0.0100
574.6602,0.7294,0.2214,0.0054,0.4550,0.5995,0.7013,0.0144,0.0569,0.0300
525.2026,0.7108,0.1918,0.0048,0.4916,0.5335,0.6158,0.0025,0.0480,0.0312
413.6406,0.7294,0.1861,0.0072,0.4317,0.5937,0.7968,0.0028,0.0462,0.0028
443.5745,0.9972,0.2144,0.0011,0.4651,0.5353,0.7007,0.0043,0.0266,0.0084
534.2030,0.8208,0.1820,0.0059,0.4572,0.5481,0.7520,0.0051,0.0452,0.0187
573.4933,0.7779,0.2964,0.0346,0.4830,0.5734,0.6857,0.0002,0.0009,0.0022
587.5332,0.4435,0.2199,0.0014,0.4822,0.5881,0.7510,0.0025,0.0481,0.1241
505.0011,0.6726,0.2132,0.0165,0.4994,0.5602,0.7962,0.0012,0.0276,0.1102
381.8503,0.9720,0.1975,0.0018,0.4948,0.5936,0.6163,0.0114,0.0174,0.0009
595.9117,0.6918,0.2362,0.0026,0.4247,0.5283,0.6791,0.0033,0.0081,0.0215
514.4511,0.9472,0.2040,0.0087,0.4578,0.5871,0.7715,0.0044,0.0646,0.0520
537.0509,0.8976,0.2351,0.0196,0.4996,0.5837,0.7533,0.0093,0.0072,0.0895
566.9103,0.5809,0.2291,0.0109,0.4817,0.5491,0.7706,0.0080,0.0665,0.0117
591.0107,0.7481,0.2411,0.0117,0.4793,0.5398,0.7377,0.0011,0.1239,0.0010
570.3799,0.9592,0.2621,0.0029,0.4787,0.5944,0.7806,0.0091,0.1407,0.0445
565.9397,0.6683,0.2137,0.0021,0.4392,0.5809,0.5585,0.0101,0.0027,0.0192
490.5650,0.7759,0.2374,0.0129,0.4697,0.5794,0.6510,0.0013,0.0810,0.0012
502.3924,0.6870,0.1994,0.0013,0.4759,0.5149,0.7542,0.0030,0.0308,0.0561
469.7821,0.8606,0.2282,0.0057,0.4837,0.5685,0.6804,0.0063,0.0492,0.0395
599.5998,0.5331,0.2153,0.0092,0.4671,0.5159,0.7981,0.0001,0.0048,0.0975
431.5742,0.7368,0.2189,0.0090,0.4840,0.5764,0.7156,0.0032,0.0700,0.0133
582.4439,0.6247,0.1903,0.0049,0.4629,0.5804,0.6208,0.0044,0.1069,0.0052
551.2458,0.9161,0.1730,0.0036,0.4991,0.5866,0.7097,0.0016,0.2292,0.0023
546.9160,0.7912,0.2955,0.0070,0.4669,0.5711,0.6531,0.0072,0.0120,0.0272
594.1688,0.9953,0.2337,0.0063,0.4586,0.5906,0.3154,0.0002,0.0303,0.0263
599.9881,0.5011,0.1681,0.0041,0.4945,0.5622,0.6203,0.0006,0.0496,0.0493
576.5460,0.6653,0.2642,0.0176,0.4896,0.6000,0.6392,0.0015,0.0694,0.0744
474.7091,0.9784,0.2792,0.0014,0.4849,0.5549,0.7733,0.0109,0.0404,0.0076
513.6676,0.9719,0.1614,0.0138,0.4775,0.5979,0.6654,0.0019,0.0243,0.0632
578.9715,0.9164,0.2706,0.0098,0.4677,0.5633,0.6179,0.0029,0.0322,0.0540
411.1479,0.9131,0.2245,0.0071,0.4884,0.5825,0.7957,0.0039,0.0768,0.0386
566.0960,0.9524,0.2481,0.0101,0.4934,0.5938,0.7656,0.0005,0.1762,0.0748
554.9857,0.9338,0.1766,0.0135,0.4533,0.5987,0.5576,0.0055,0.0166,0.0166
580.6710,0.8742,0.2078,0.0026,0.4955,0.5718,0.6020,0.0007,0.0740,0.1590
592.1571,0.9096,0.2945,0.0025,0.4111,0.5588,0.7445,0.0019,0.0179,0.0036
414.7352,0.6269,0.2658,0.0082,0.4875,0.5683,0.7906,0.0028,0.0014,0.0357
423.8676,0.8127,0.1743,0.0200,0.4963,0.5934,0.7793,0.0045,0.0191,0.0361
433.2804,0.7794,0.2812,0.0040,0.4474,0.5673,0.7623,0.0003,0.0364,0.0012
597.8933,0.5784,0.2776,0.0035,0.4959,0.4911,0.6895,0.0036,0.0384,0.0008
488.9643,0.8775,0.1809,0.0013,0.4207,0.5974,0.6441,0.0004,0.0421,0.0383
455.4633,0.6344,0.2070,0.0078,0.4932,0.5914,0.6292,0.0049,0.0534,0.0098
592.8199,0.7027,0.1789,0.0068,0.4525,0.5951,0.7228,0.0025,0.0904,0.0722
527.5698,0.8140,0.2021,0.0082,0.4829,0.5976,0.7680,0.0138,0.0120,0.0992
546.3248,0.5714,0.2179,0.0040,0.4603,0.5967,0.7846,0.0119,0.0239,0.0852
509.1927,0.5066,0.2255,0.0110,0.4905,0.5941,0.7062,0.0006,0.0975,0.0088
536.0122,0.6908,0.2448,0.0132,0.4860,0.5878,0.7356,0.0085,0.0026,0.1042
557.5084,0.9967,0.1576,0.0094,0.4805,0.5861,0.6940,0.0080,0.0536,0.0174
521.3266,0.6986,0.2010,0.0029,0.4950,0.5684,0.5386,0.0059,0.0004,0.0770
575.5495,0.7703,0.1640,0.0060,0.4814,0.5469,0.7370,0.0024,0.0709,0.0467
598.6895,0.5627,0.2600,0.0187,0.4726,0.5835,0.7101,0.0004,0.0528,0.0576
512.7518,0.9020,0.2667,0.0037,0.4857,0.5488,0.6926,0.0017,0.0229,0.0977
515.5855,0.7316,0.2630,0.0078,0.4839,0.5637,0.7746,0.0019,0.0112,0.1285
492.1986,0.5236,0.1688,0.0205,0.4693,0.5965,0.7936,0.0002,0.0292,0.0161
578.3633,0.9506,0.1626,0.0116,0.4865,0.5619,0.7458,0.0015,0.0451,0.0766
586.4262,0.4889,0.2789,0.0028,0.4595,0.5647,0.7482,0.0050,0.0277,0.0374
555.0966,0.8229,0.1534,0.0023,0.4871,0.5696,0.7732,0.0084,0.0654,0.0415
563.3228,0.6149,0.2477,0.0133,0.4979,0.5437,0.7922,0.0089,0.0453,0.0315
533.6346,0.8663,0.2380,0.0046,0.4839,0.5715,0.7472,0.0076,0.0284,0.1161
594.5918,0.7985,0.2362,0.0155,0.4944,0.5530,0.7628,0.0021,0.1402,0.0142
571.0581,0.6512,0.2049,0.0015,0.4546,0.5553,0.7796,0.0066,0.0828,0.0408
578.1037,0.9596,0.2091,0.0033,0.4591,0.5145,0.6607,0.0020,0.0096,0.0524
528.6737,0.9837,0.2026,0.0027,0.4850,0.5813,0.7148,0.0148,0.0191,0.0813
589.9860,0.8762,0.1789,0.0108,0.4546,0.5789,0.7443,0.0035,0.1021,0.0061
571.7279,0.8629,0.2758,0.0062,0.4325,0.5967,0.7031,0.0084,0.0059,0.0503
445.5818,0.9605,0.2284,0.0054,0.4685,0.5726,0.5236,0.0037,0.0085,0.0093
580.0515,0.6939,0.2125,0.0081,0.4743,0.5868,0.6152,0.0004,0.0435,0.1345
566.7222,0.7796,0.2503,0.0014,0.4765,0.5775,0.7172,0.0009,0.1645,0.0608
473.5913,0.6759,0.2190,0.0028,0.4491,0.5940,0.7723,0.0135,0.0338,0.0141
575.4390,0.9699,0.2033,0.0189,0.4512,0.5609,0.6402,0.0039,0.0066,0.0101
516.4967,0.6471,0.2279,0.0144,0.4921,0.5833,0.6430,0.0085,0.0118,0.0417
581.8609,0.7391,0.2746,0.0016,0.4377,0.5484,0.5993,0.0031,0.0018,0.0325
594.7887,0.8242,0.2335,0.0115,0.4487,0.5756,0.4174,0.0012,0.0045,0.0111
577.2552,0.8371,0.2655,0.0246,0.4800,0.5831,0.5936,0.0024,0.0389,0.0174
509.6643,0.6262,0.1884,0.0084,0.4128,0.5969,0.7835,0.0025,0.0560,0.0140
433.9483,0.9076,0.2171,0.0019,0.4858,0.5907,0.7672,0.0029,0.0395,0.1373
487.6755,0.9561,0.2298,0.0047,0.4983,0.5958,0.5661,0.0023,0.1114,0.0652
566.9884,0.8449,0.2066,0.0088,0.4679,0.5972,0.6743,0.0110,0.0285,0.0758
504.8521,0.8591,0.2052,0.0094,0.4937,0.5312,0.7130,0.0033,0.0002,0.0813
591.4754,0.7800,0.2355,0.0034,0.4059,0.5979,0.7376,0.0044,0.0585,0.0374
569.2490,0.7837,0.2675,0.0080,0.4892,0.5796,0.7022,0.0095,0.1149,0.0074
422.1619,0.8794,0.2603,0.0015,0.4954,0.5670,0.6683,0.0045,0.0154,0.0678
516.9785,0.7770,0.2753,0.0176,0.4987,0.5844,0.7442,0.0131,0.0239,0.0129
578.7027,0.9918,0.2001,0.0073,0.4993,0.5992,0.5476,0.0031,0.1335,0.0898
591.6854,0.9185,0.2417,0.0051,0.4883,0.5561,0.7295,0.0000,0.1356,0.0838
513.7764,0.7738,0.2007,0.0020,0.4473,0.5723,0.6957,0.0042,0.0529,0.0480
539.5173,0.7251,0.2321,0.0156,0.4700,0.5981,0.7139,0.0096,0.0330,0.0430
574.1573,0.9541,0.2957,0.0261,0.4847,0.5901,0.7972,0.0012,0.0314,0.0609
588.2424,0.6213,0.2161,0.0100,0.4874,0.5713,0.7318,0.0014,0.0598,0.1356
589.6672,0.8313,0.1583,0.0081,0.4657,0.5507,0.5363,0.0020,0.0006,0.0126
