Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
566.0960,0.9524,0.2481,0.0101,0.4934,0.5938,0.7656,0.0005,0.1762,0.0798
311.7804,0.4025,0.1207,0.0050,0.3717,0.4297,0.7830,0.0049,0.0878,0.0260
423.8366,0.4819,0.1752,0.0132,0.4814,0.5547,0.6979,0.0200,0.0109,0.0626
554.9228,0.3056,0.2212,0.0084,0.4736,0.5126,0.7413,0.0107,0.0674,0.1881
474.9257,0.3203,0.1508,0.0075,0.1480,0.2687,0.7032,0.0189,0.0293,0.0579
434.0166,0.3702,0.1841,0.0145,0.4881,0.4720,0.7834,0.0021,0.2004,0.0095
518.8744,0.4723,0.2237,0.0215,0.4777,0.5997,0.5898,0.0076,0.0188,0.0806
399.5599,0.3933,0.1301,0.0312,0.4491,0.5978,0.7983,0.0143,0.0011,0.1033
568.5125,0.3568,0.2071,0.0030,0.3724,0.4524,0.7287,0.0072,0.0226,0.0991
497.8912,0.3209,0.1614,0.0058,0.2969,0.5346,0.6617,0.0119,0.0456,0.1224
393.6991,0.3713,0.0980,0.0041,0.4535,0.5582,0.7588,0.0079,0.1147,0.0141
460.4040,0.3483,0.1524,0.0038,0.0138,0.1963,0.7768,0.0030,0.0595,0.0539
492.0191,0.3039,0.1422,0.0325,0.4119,0.5517,0.7495,0.0165,0.0012,0.0916
497.6748,0.4569,0.1099,0.0090,0.4358,0.5750,0.7762,0.0000,0.1125,0.0247
291.2633,0.3931,0.1943,0.0058,0.1458,0.5129,0.6838,0.0087,0.0176,0.0454
482.2380,0.3707,0.1447,0.0218,0.3320,0.5595,0.7173,0.0016,0.0169,0.1023
360.6586,0.3241,0.2590,0.0116,0.4370,0.5678,0.7357,0.0077,0.0677,0.0058
523.7736,0.5678,0.1870,0.0022,0.3777,0.5715,0.7112,0.0121,0.0101,0.0620
545.7299,0.3130,0.1782,0.0306,0.3605,0.5580,0.6729,0.0153,0.0359,0.0396
454.1577,0.3385,0.1048,0.0039,0.1142,0.5906,0.6660,0.0189,0.0208,0.0164
576.3042,0.3567,0.1217,0.0073,0.4663,0.5400,0.7869,0.0064,0.2135,0.0484
447.4121,0.3916,0.2094,0.0070,0.3856,0.4963,0.7859,0.0185,0.0663,0.0367
468.6914,0.3413,0.1588,0.0133,0.4476,0.3743,0.7685,0.0150,0.0425,0.0843
353.7863,0.4087,0.1270,0.0085,0.0642,0.5342,0.6061,0.0099,0.0194,0.0638
355.9960,0.3776,0.1793,0.0038,0.0448,0.4576,0.6943,0.0033,0.1153,0.0071
314.6667,0.3668,0.2205,0.0257,0.3800,0.5857,0.7942,0.0026,0.0374,0.0374
544.8861,0.3193,0.0916,0.0130,0.2566,0.3955,0.7966,0.0053,0.0157,0.0390
411.6345,0.3405,0.1838,0.0017,0.2208,0.5516,0.7351,0.0028,0.1866,0.0349
282.2709,0.4551,0.1189,0.0011,0.0133,0.2817,0.5904,0.0092,0.0286,0.0731
588.5982,0.5004,0.1945,0.0128,0.4101,0.5729,0.7481,0.0008,0.0937,0.0759
594.6785,0.3648,0.2156,0.0165,0.4454,0.5933,0.6198,0.0188,0.1024,0.0253
545.1066,0.6588,0.2328,0.0120,0.4957,0.5641,0.5747,0.0088,0.0546,0.0636
459.0427,0.3995,0.0881,0.0024,0.3525,0.3791,0.7520,0.0026,0.0147,0.0166
507.6800,0.4168,0.2287,0.0066,0.4432,0.5063,0.7181,0.0019,0.1478,0.0046
375.0647,0.3667,0.1585,0.0021,0.2145,0.5165,0.6875,0.0195,0.0188,0.1084
471.5257,0.5904,0.1989,0.0018,0.4510,0.5600,0.7929,0.0087,0.0915,0.0945
467.6910,0.3615,0.0861,0.0142,0.0049,0.3909,0.4977,0.0037,0.0481,0.0166
380.6653,0.4190,0.1071,0.0027,0.0090,0.4602,0.3324,0.0155,0.0005,0.0372
363.3845,0.3739,0.1434,0.0017,0.4415,0.4998,0.7899,0.0096,0.0464,0.1981
532.3479,0.3042,0.1530,0.0067,0.1294,0.1247,0.5435,0.0126,0.0104,0.0029
450.4453,0.3752,0.2102,0.0031,0.4479,0.5191,0.6465,0.0026,0.0006,0.1446
426.7016,0.4052,0.2322,0.0146,0.4447,0.5884,0.6843,0.0156,0.0492,0.0275
347.2375,0.3813,0.1221,0.0107,0.0019,0.4792,0.7162,0.0139,0.0475,0.0285
528.7604,0.5514,0.1862,0.0048,0.4400,0.5631,0.6030,0.0068,0.0571,0.0493
391.4381,0.3843,0.1685,0.0111,0.2797,0.5290,0.7563,0.0039,0.0364,0.1066
325.8131,0.4015,0.1848,0.0135,0.2117,0.5444,0.7853,0.0059,0.0356,0.0501
330.7541,0.4071,0.1164,0.0047,0.0471,0.1042,0.5322,0.0111,0.0583,0.0534
383.4426,0.3619,0.1608,0.0176,0.0661,0.1034,0.6908,0.0003,0.0418,0.0601
498.3977,0.4685,0.1644,0.0035,0.3597,0.4790,0.7699,0.0066,0.0363,0.0282
574.8483,0.3018,0.1552,0.0134,0.3726,0.5660,0.5602,0.0148,0.0651,0.0059
588.4836,0.8150,0.2536,0.0069,0.4940,0.5392,0.7852,0.0099,0.1593,0.0033
561.2588,0.3045,0.1095,0.0040,0.1906,0.4004,0.7092,0.0110,0.0029,0.0561
553.4277,0.4533,0.2145,0.0108,0.4109,0.5047,0.6288,0.0054,0.0016,0.0319
512.9776,0.4186,0.1699,0.0075,0.4785,0.4227,0.6963,0.0101,0.0618,0.0085
519.1645,0.3137,0.2286,0.0252,0.4155,0.5447,0.7336,0.0136,0.0470,0.0703
455.0969,0.3812,0.1832,0.0359,0.3430,0.5681,0.7658,0.0083,0.0461,0.0052
579.1589,0.6071,0.1631,0.0179,0.4910,0.5756,0.7808,0.0080,0.1764,0.0032
365.7585,0.3904,0.1365,0.0053,0.3792,0.5078,0.6505,0.0142,0.0369,0.0257
480.6634,0.3265,0.1682,0.0227,0.0153,0.3557,0.6752,0.0006,0.0508,0.0106
372.4180,0.3393,0.2410,0.0022,0.1195,0.5396,0.7704,0.0133,0.0641,0.0014
381.7235,0.3940,0.1517,0.0041,0.1522,0.4931,0.5808,0.0042,0.0470,0.0184
586.7703,0.3594,0.2508,0.0394,0.3944,0.5778,0.7998,0.0186,0.0168,0.0063
306.5303,0.4002,0.1807,0.0087,0.3288,0.5335,0.7604,0.0130,0.0001,0.0861
558.4912,0.7268,0.2754,0.0033,0.4852,0.5913,0.3812,0.0067,0.0525,0.0041
532.1685,0.3230,0.1076,0.0019,0.0221,0.3456,0.7453,0.0065,0.0383,0.0586
508.1728,0.3215,0.1204,0.0295,0.0939,0.5567,0.6944,0.0021,0.0165,0.0546
423.5033,0.3969,0.1118,0.0192,0.2865,0.4712,0.7287,0.0004,0.0351,0.0214
549.2420,0.8064,0.2336,0.0095,0.4334,0.5725,0.6849,0.0148,0.0264,0.0188
549.6806,0.3104,0.1467,0.0060,0.4462,0.4251,0.7942,0.0013,0.1355,0.1699
388.9167,0.3357,0.2873,0.0011,0.3495,0.5856,0.6992,0.0033,0.0014,0.0625
509.8692,0.3030,0.1481,0.0090,0.2402,0.5080,0.5948,0.0063,0.0492,0.0106
518.9639,0.8983,0.2053,0.0034,0.4667,0.5136,0.7814,0.0137,0.0461,0.0011
554.9857,0.9338,0.1766,0.0135,0.4533,0.5987,0.5576,0.0055,0.0166,0.0462
459.8716,0.3404,0.2091,0.0249,0.4751,0.5869,0.7749,0.0069,0.1297,0.0904
453.1488,0.7218,0.2223,0.0051,0.4590,0.5537,0.7302,0.0169,0.0275,0.0357
452.7101,0.3892,0.1580,0.0078,0.4130,0.4747,0.7457,0.0092,0.1341,0.0129
594.7458,0.5059,0.2844,0.0328,0.4924,0.5886,0.6617,0.0017,0.0269,0.0752
496.2111,0.3652,0.1554,0.0020,0.1058,0.4591,0.6369,0.0104,0.0045,0.0090
500.8396,0.3020,0.1944,0.0302,0.3847,0.3860,0.7900,0.0059,0.0890,0.0273
462.0678,0.3050,0.1606,0.0047,0.3305,0.2738,0.7408,0.0046,0.0280,0.0128
537.9291,0.3625,0.1093,0.0152,0.4560,0.4762,0.7848,0.0142,0.0636,0.0364
599.6496,0.3099,0.1860,0.0103,0.3525,0.5752,0.7372,0.0024,0.2518,0.0186
436.6162,0.3170,0.2508,0.0019,0.3158,0.5273,0.6139,0.0111,0.0296,0.0110
565.3375,0.3753,0.1893,0.0033,0.4092,0.5652,0.7754,0.0091,0.1105,0.1656
479.2148,0.3197,0.2013,0.0155,0.2479,0.4389,0.7767,0.0149,0.0524,0.0338
535.0379,0.4486,0.2948,0.0020,0.4376,0.5928,0.7881,0.0026,0.1600,0.0452
315.8480,0.4155,0.1498,0.0046,0.4090,0.5738,0.7369,0.0014,0.0094,0.1514
502.5437,0.3681,0.1748,0.0283,0.4708,0.5261,0.7780,0.0032,0.1198,0.0651
486.2919,0.3618,0.1269,0.0215,0.3884,0.4459,0.7947,0.0046,0.0791,0.0445
485.8549,0.7716,0.1909,0.0188,0.4988,0.5502,0.6853,0.0117,0.0450,0.0073
331.9291,0.4221,0.0869,0.0105,0.0316,0.3057,0.4821,0.0192,0.0027,0.0342
436.8326,0.4558,0.1778,0.0113,0.4504,0.5835,0.7577,0.0017,0.1121,0.1045
586.9936,0.3362,0.1523,0.0030,0.4010,0.5300,0.7605,0.0133,0.2449,0.0098
580.6710,0.8742,0.2078,0.0026,0.4955,0.5718,0.6020,0.0007,0.0740,0.1709
558.4616,0.3278,0.1387,0.0096,0.2065,0.5741,0.7886,0.0194,0.0580,0.0627
471.4399,0.3418,0.1934,0.0090,0.4063,0.3336,0.7175,0.0111,0.0188,0.0346
476.2527,0.3137,0.1311,0.0059,0.0207,0.2488,0.5395,0.0095,0.0040,0.0058
519.4510,0.3364,0.1686,0.0486,0.4519,0.5805,0.6573,0.0064,0.0095,0.0288
455.4113,0.3598,0.1203,0.0102,0.3057,0.5882,0.5606,0.0117,0.0087,0.0095
531.0209,0.3107,0.1410,0.0083,0.0066,0.1446,0.6914,0.0032,0.0226,0.0864
359.8522,0.3524,0.2162,0.0025,0.2379,0.5634,0.7395,0.0004,0.0555,0.1110
578.2453,0.5208,0.2276,0.0055,0.4727,0.5049,0.7843,0.0188,0.0478,0.0842
494.7351,0.6002,0.2173,0.0183,0.4783,0.5450,0.5546,0.0019,0.0020,0.0184
574.7267,0.3246,0.2104,0.0390,0.2756,0.5858,0.7652,0.0051,0.0276,0.0088
525.6777,0.4027,0.1603,0.0105,0.4333,0.5363,0.7300,0.0045,0.1762,0.0159
399.6970,0.3446,0.2011,0.0037,0.4806,0.5781,0.7330,0.0105,0.0293,0.2154
377.2534,0.3712,0.1392,0.0129,0.0871,0.5052,0.5238,0.0089,0.0136,0.0746
476.1759,0.4238,0.1791,0.0139,0.4706,0.5226,0.6283,0.0087,0.0580,0.0110
523.6878,0.3124,0.1818,0.0093,0.4834,0.3138,0.7911,0.0094,0.1016,0.0625
556.5051,0.4926,0.1320,0.0043,0.4663,0.5947,0.7675,0.0034,0.1963,0.0479
489.9594,0.4401,0.1973,0.0117,0.3772,0.5637,0.6838,0.0178,0.0294,0.0181
538.6630,0.3802,0.1384,0.0210,0.4401,0.4359,0.7133,0.0161,0.0067,0.0038
583.9891,0.3389,0.1831,0.0244,0.3906,0.4789,0.6460,0.0008,0.0567,0.0029
450.1864,0.3524,0.1550,0.0280,0.4191,0.4765,0.7266,0.0173,0.0381,0.0204
347.0570,0.3600,0.1812,0.0356,0.0999,0.5150,0.6712,0.0061,0.0100,0.0211
395.8043,0.3410,0.2034,0.0134,0.0394,0.2443,0.6876,0.0075,0.0169,0.0431
266.3692,0.4206,0.1724,0.0055,0.0222,0.1634,0.3512,0.0032,0.0490,0.0015
525.0064,0.3317,0.1331,0.0141,0.3390,0.4999,0.7569,0.0021,0.0562,0.1416
416.5892,0.3892,0.1294,0.0070,0.1025,0.1302,0.7090,0.0060,0.0219,0.0217
583.1529,0.6363,0.2267,0.0118,0.4850,0.5342,0.4920,0.0008,0.0409,0.0174
515.2844,0.3080,0.1773,0.0028,0.3320,0.5284,0.7830,0.0084,0.1308,0.1641
506.1038,0.5703,0.2851,0.0174,0.4281,0.5857,0.7910,0.0007,0.0584,0.0172
383.3352,0.4318,0.1381,0.0044,0.0759,0.5344,0.7515,0.0108,0.0020,0.0194
465.0876,0.3362,0.1172,0.0186,0.0629,0.5745,0.5862,0.0078,0.0478,0.0113
356.7469,0.4028,0.1490,0.0123,0.4488,0.4141,0.7412,0.0173,0.0329,0.0170
496.0771,0.3090,0.1651,0.0363,0.0468,0.4003,0.6037,0.0088,0.0158,0.0078
500.7042,0.3551,0.1887,0.0083,0.4476,0.4680,0.7007,0.0150,0.0816,0.0458
565.6959,0.3199,0.1430,0.0116,0.3819,0.5188,0.6430,0.0096,0.1313,0.0010
594.2550,0.3010,0.1567,0.0041,0.2021,0.5862,0.6720,0.0029,0.1693,0.0273
397.7451,0.4065,0.1339,0.0127,0.2071,0.4620,0.7323,0.0074,0.0510,0.0051
512.2063,0.3382,0.1296,0.0207,0.4765,0.3401,0.7489,0.0007,0.0268,0.0717
371.1605,0.4404,0.1543,0.0055,0.3303,0.4904,0.7289,0.0007,0.0635,0.0337
493.8338,0.3151,0.1376,0.0019,0.1819,0.4144,0.6836,0.0046,0.0497,0.0691
340.2398,0.3582,0.2207,0.0092,0.0776,0.2785,0.7633,0.0018,0.0261,0.0438
563.1369,0.3043,0.1626,0.0278,0.2683,0.5675,0.7698,0.0038,0.1030,0.0620
541.1513,0.5754,0.1713,0.0056,0.4699,0.5772,0.6065,0.0082,0.0772,0.0678
586.6856,0.3031,0.2568,0.0235,0.4535,0.5268,0.6908,0.0021,0.0000,0.1305
343.3170,0.3720,0.1724,0.0143,0.2456,0.5899,0.7994,0.0091,0.1301,0.0326
515.5075,0.4645,0.2504,0.0117,0.4664,0.5807,0.6705,0.0191,0.0486,0.0578
340.9096,0.5325,0.1951,0.0027,0.4696,0.5550,0.6440,0.0009,0.0286,0.0206
466.8767,0.3327,0.1522,0.0440,0.2087,0.4980,0.7015,0.0031,0.0178,0.0141
544.0252,0.3005,0.1798,0.0123,0.1082,0.4394,0.6060,0.0034,0.0632,0.0097
508.3125,0.3527,0.1342,0.0087,0.0348,0.4902,0.7962,0.0187,0.0004,0.0051
549.0950,0.7749,0.2083,0.0288,0.4926,0.5374,0.7745,0.0058,0.0290,0.0250
578.2767,0.5079,0.1481,0.0095,0.4375,0.5825,0.6341,0.0195,0.0076,0.0528
449.7947,0.3593,0.1360,0.0056,0.0473,0.4070,0.4501,0.0148,0.0193,0.0208
441.4135,0.3873,0.2002,0.0086,0.3802,0.4252,0.7452,0.0058,0.0036,0.0768
373.4028,0.3689,0.1634,0.0071,0.0764,0.4481,0.5647,0.0170,0.0505,0.0216
476.4391,0.4355,0.1336,0.0242,0.4432,0.5377,0.7784,0.0080,0.0372,0.0493
397.1191,0.3573,0.1445,0.0391,0.1501,0.2418,0.6860,0.0028,0.0092,0.0132
519.2968,0.3481,0.2149,0.0385,0.4793,0.5018,0.7571,0.0070,0.0449,0.0440
386.3869,0.3718,0.1170,0.0059,0.3298,0.4354,0.6656,0.0071,0.0334,0.0660
548.6881,0.3564,0.2584,0.0017,0.4966,0.5792,0.5702,0.0078,0.1291,0.0370
455.0169,0.3251,0.1968,0.0031,0.2783,0.4783,0.7248,0.0124,0.0483,0.1090
524.9442,0.4137,0.2492,0.0159,0.4856,0.5254,0.8000,0.0108,0.0836,0.0794
359.7977,0.3436,0.1706,0.0109,0.2106,0.5160,0.6711,0.0011,0.0013,0.0205
592.1571,0.9096,0.2945,0.0025,0.4111,0.5588,0.7445,0.0019,0.0179,0.0155
448.1424,0.3670,0.1145,0.0091,0.1060,0.5319,0.7077,0.0021,0.0831,0.0398
525.1673,0.3638,0.1796,0.0254,0.3741,0.5776,0.6538,0.0014,0.0020,0.0973
481.8875,0.6048,0.1516,0.0051,0.4201,0.5661,0.6481,0.0122,0.0087,0.0143
434.4448,0.3390,0.1258,0.0022,0.2395,0.4634,0.7584,0.0161,0.1276,0.0072
562.4458,0.4657,0.1962,0.0068,0.4799,0.4733,0.7898,0.0037,0.0035,0.1862
461.2843,0.3256,0.1749,0.0075,0.4344,0.3901,0.7909,0.0113,0.1645,0.0452
583.9586,0.3519,0.1378,0.0135,0.4179,0.5877,0.7645,0.0002,0.0353,0.2437
435.8441,0.3478,0.1693,0.0066,0.3664,0.3694,0.7216,0.0198,0.0058,0.0774
482.0131,0.5822,0.2136,0.0293,0.4469,0.5863,0.7242,0.0075,0.0462,0.0017
567.6392,0.7980,0.2765,0.0079,0.4730,0.5581,0.6676,0.0136,0.0456,0.0370
529.4789,0.3205,0.1447,0.0032,0.0713,0.3007,0.6024,0.0053,0.0197,0.0755
490.0515,0.4084,0.1838,0.0275,0.4390,0.4818,0.7755,0.0019,0.0273,0.0657
479.9958,0.5601,0.2421,0.0068,0.4552,0.5620,0.7000,0.0140,0.0825,0.0149
398.4825,0.4243,0.1007,0.0071,0.1917,0.5105,0.7823,0.0029,0.0287,0.0436
450.2595,0.3211,0.1649,0.0105,0.4830,0.5666,0.7640,0.0033,0.0548,0.2779
400.3476,0.3837,0.1502,0.0047,0.0224,0.4738,0.3625,0.0021,0.0094,0.0634
528.3900,0.4947,0.1387,0.0088,0.4751,0.5167,0.6903,0.0074,0.0363,0.0528
501.3984,0.3457,0.1048,0.0211,0.3575,0.3319,0.7766,0.0130,0.0177,0.0099
444.0217,0.3431,0.1726,0.0170,0.1751,0.2031,0.6987,0.0022,0.0217,0.0137
484.0827,0.3466,0.1940,0.0117,0.4601,0.5313,0.7789,0.0190,0.1893,0.0231
553.8203,0.4006,0.1690,0.0026,0.3757,0.5834,0.7778,0.0060,0.0553,0.1951
589.0656,0.3291,0.2273,0.0177,0.4377,0.4475,0.7448,0.0076,0.0609,0.0496
470.3833,0.3213,0.2025,0.0062,0.3268,0.4670,0.7048,0.0031,0.1637,0.0022
498.1080,0.3913,0.2107,0.0114,0.3323,0.5888,0.6367,0.0073,0.0571,0.0073
580.3478,0.6400,0.2461,0.0086,0.4338,0.5789,0.7179,0.0168,0.0838,0.0133
491.3525,0.3384,0.1121,0.0084,0.1664,0.4976,0.7683,0.0051,0.0300,0.1354
351.7676,0.4176,0.1815,0.0013,0.3066,0.3807,0.7179,0.0083,0.0327,0.0078
569.6565,0.6315,0.2109,0.0050,0.4982,0.5455,0.7543,0.0016,0.2518,0.0120
430.5210,0.3459,0.1651,0.0232,0.2493,0.4585,0.6831,0.0013,0.0311,0.0563
370.6906,0.3909,0.1197,0.0105,0.1375,0.4517,0.5400,0.0123,0.0101,0.0230
313.5759,0.3630,0.2526,0.0016,0.1353,0.5148,0.7784,0.0139,0.0088,0.0070
502.6293,0.3341,0.1453,0.0109,0.4078,0.5770,0.6814,0.0173,0.1224,0.0480
365.3728,0.4689,0.1840,0.0096,0.4066,0.5542,0.7678,0.0149,0.0583,0.0194
533.0947,0.5321,0.2537,0.0064,0.4034,0.5813,0.7416,0.0055,0.0010,0.1168
488.9710,0.3730,0.1574,0.0070,0.3049,0.3871,0.7867,0.0007,0.0777,0.0379
338.8315,0.3761,0.1255,0.0041,0.1846,0.3267,0.7241,0.0127,0.0207,0.0130
421.2301,0.3396,0.1616,0.0122,0.3078,0.1209,0.7373,0.0193,0.0141,0.0046
414.7352,0.6269,0.2658,0.0082,0.4875,0.5683,0.7906,0.0028,0.0014,0.1331
537.6781,0.3276,0.2816,0.0227,0.4911,0.5860,0.6219,0.0148,0.0287,0.0156
372.5590,0.4215,0.1412,0.0033,0.2033,0.5768,0.7508,0.0046,0.1102,0.0161
563.1522,0.4507,0.2878,0.0126,0.4953,0.5147,0.7090,0.0066,0.0574,0.0427
406.6519,0.3676,0.1729,0.0052,0.4087,0.3139,0.7484,0.0027,0.0448,0.0707
598.6390,0.3430,0.0971,0.0162,0.2832,0.5803,0.7923,0.0136,0.0093,0.0368
460.1689,0.3494,0.1628,0.0147,0.4399,0.4771,0.6435,0.0063,0.0760,0.0109
423.8676,0.8127,0.1743,0.0200,0.4963,0.5934,0.7793,0.0045,0.0191,0.0841
388.9643,0.4286,0.1573,0.0030,0.4529,0.5640,0.7267,0.0145,0.1238,0.0375
584.2600,0.4923,0.2531,0.0107,0.4965,0.5558,0.6054,0.0021,0.1496,0.0290
563.4627,0.8765,0.2662,0.0184,0.4531,0.5850,0.6502,0.0121,0.0074,0.0274
477.4006,0.3106,0.2035,0.0461,0.4708,0.5574,0.7185,0.0068,0.0092,0.0779
497.7355,0.3750,0.2099,0.0078,0.2696,0.5496,0.7487,0.0113,0.0101,0.0563
433.2804,0.7794,0.2812,0.0040,0.4474,0.5673,0.7623,0.0003,0.0364,0.0289
459.4625,0.5109,0.1782,0.0052,0.3805,0.4643,0.7804,0.0040,0.0219,0.0192
453.1246,0.5715,0.1271,0.0150,0.4426,0.5924,0.7432,0.0024,0.0170,0.0491
554.9619,0.3841,0.1739,0.0067,0.4384,0.5590,0.6692,0.0100,0.0272,0.1710
511.4485,0.3374,0.2181,0.0039,0.3884,0.3520,0.7369,0.0053,0.0406,0.0359
322.6776,0.3804,0.1391,0.0073,0.3681,0.3395,0.7822,0.0083,0.0360,0.0372
518.9400,0.3979,0.1442,0.0164,0.4504,0.4898,0.6919,0.0082,0.0730,0.0080
576.7021,0.3231,0.1992,0.0063,0.4936,0.5239,0.6235,0.0070,0.1787,0.0306
447.1404,0.4687,0.1619,0.0079,0.4208,0.5740,0.6207,0.0180,0.0268,0.0070
304.9785,0.4097,0.1257,0.0038,0.0400,0.3736,0.6183,0.0140,0.0134,0.0791
560.1663,0.3404,0.1408,0.0281,0.4497,0.4535,0.7227,0.0025,0.0316,0.0673
490.6571,0.3294,0.1671,0.0015,0.0981,0.5895,0.7619,0.0016,0.1212,0.0556
400.4995,0.3641,0.1016,0.0030,0.1289,0.5029,0.6737,0.0182,0.0380,0.0038
580.9646,0.3894,0.1919,0.0414,0.3868,0.5757,0.7052,0.0039,0.0073,0.0313
550.2993,0.3012,0.1685,0.0169,0.0044,0.2683,0.6257,0.0080,0.0020,0.0461
517.4687,0.3379,0.1179,0.0082,0.2945,0.5144,0.7949,0.0058,0.1593,0.0414
393.8435,0.4535,0.2217,0.0060,0.3693,0.5992,0.7941,0.0192,0.0109,0.0755
568.8906,0.6832,0.2695,0.0114,0.4102,0.5822,0.7797,0.0076,0.0363,0.0220
415.0263,0.3614,0.1473,0.0143,0.3074,0.4614,0.7608,0.0169,0.0253,0.0901
453.6000,0.3466,0.1127,0.0287,0.0381,0.4716,0.6266,0.0099,0.0516,0.0046
579.1279,0.6754,0.1874,0.0019,0.4747,0.5528,0.6926,0.0128,0.1683,0.0026
459.0792,0.3176,0.2298,0.0035,0.4401,0.4045,0.7715,0.0139,0.1173,0.0309
542.5550,0.4314,0.2787,0.0203,0.4284,0.5465,0.7637,0.0088,0.0380,0.0110
428.1574,0.5864,0.1761,0.0041,0.4926,0.5879,0.4837,0.0004,0.0040,0.0185
444.6091,0.3456,0.2292,0.0075,0.3390,0.5939,0.6966,0.0080,0.0915,0.0450
557.0918,0.3201,0.1022,0.0059,0.0140,0.5757,0.4091,0.0087,0.0310,0.0340
529.7562,0.3222,0.1839,0.0456,0.4191,0.5704,0.7855,0.0127,0.0767,0.0378
456.0006,0.3258,0.1555,0.0199,0.3658,0.2140,0.7451,0.0165,0.0345,0.0008
403.5308,0.3530,0.2749,0.0189,0.4614,0.5942,0.7772,0.0016,0.0393,0.0839
389.9412,0.3503,0.2230,0.0045,0.0998,0.3700,0.6143,0.0030,0.0240,0.0035
567.7578,0.5295,0.2464,0.0141,0.4537,0.4878,0.7337,0.0077,0.0208,0.0176
498.2055,0.9846,0.2425,0.0195,0.4833,0.5905,0.5591,0.0008,0.0762,0.0003
315.0445,0.3845,0.2033,0.0061,0.0238,0.4228,0.5104,0.0051,0.0552,0.0061
594.7504,0.3120,0.2178,0.0018,0.3360,0.2981,0.7644,0.0121,0.0004,0.0278
533.4947,0.6033,0.2607,0.0028,0.4662,0.5572,0.6354,0.0108,0.0665,0.0494
594.3081,0.3314,0.1674,0.0216,0.4805,0.4845,0.7986,0.0195,0.1419,0.0412
545.4967,0.7375,0.1541,0.0016,0.4683,0.5177,0.7069,0.0095,0.0010,0.0561
451.9971,0.3650,0.1557,0.0095,0.1746,0.3646,0.7846,0.0042,0.0139,0.0744
284.1538,0.4173,0.1641,0.0013,0.2146,0.2448,0.7928,0.0158,0.0583,0.0089
508.9551,0.3169,0.2473,0.0097,0.4042,0.5578,0.7767,0.0050,0.0204,0.2001
349.0482,0.3693,0.1262,0.0290,0.2793,0.3610,0.7831,0.0071,0.0046,0.0092
585.5135,0.3070,0.1125,0.0187,0.2419,0.3814,0.7852,0.0024,0.0691,0.0487
437.7227,0.3255,0.2183,0.0268,0.0750,0.5807,0.6308,0.0023,0.0022,0.0033
362.5022,0.3984,0.1115,0.0133,0.0046,0.1232,0.4857,0.0023,0.0103,0.1241
592.0383,0.4202,0.2357,0.0080,0.4989,0.5845,0.7972,0.0085,0.2336,0.1199
432.6557,0.3826,0.1325,0.0062,0.4155,0.5135,0.7981,0.0165,0.0867,0.1002
439.7496,0.3427,0.1751,0.0122,0.2120,0.5046,0.7810,0.0068,0.0448,0.1096
401.6608,0.3792,0.1309,0.0088,0.1449,0.4226,0.5909,0.0115,0.0230,0.0279
559.5544,0.3145,0.1078,0.0345,0.4657,0.5344,0.7762,0.0078,0.0481,0.0725
293.7863,0.4459,0.0853,0.0012,0.1572,0.3506,0.6500,0.0023,0.0220,0.0087
494.7039,0.7069,0.1322,0.0022,0.4933,0.5834,0.6683,0.0173,0.0289,0.0372
466.5338,0.3233,0.2242,0.0066,0.3916,0.5408,0.7524,0.0007,0.2329,0.0080
503.8637,0.5430,0.2917,0.0134,0.4903,0.5470,0.6492,0.0154,0.0115,0.0107
597.8933,0.5784,0.2776,0.0035,0.4959,0.4911,0.6895,0.0036,0.0384,0.0814
357.9159,0.3865,0.1461,0.0099,0.3866,0.4684,0.6287,0.0014,0.0422,0.0106
380.9210,0.4022,0.2437,0.0049,0.4881,0.5761,0.7632,0.0071,0.0194,0.1595
491.9468,0.3600,0.1128,0.0058,0.4751,0.4933,0.7098,0.0031,0.0179,0.1489
560.3979,0.3181,0.1931,0.0032,0.4172,0.4190,0.6504,0.0178,0.0690,0.0136
424.2464,0.3453,0.1831,0.0067,0.1455,0.2494,0.7966,0.0073,0.0548,0.0424
580.7022,0.4121,0.1426,0.0173,0.4802,0.5488,0.6212,0.0161,0.0448,0.0130
485.8856,0.5338,0.1586,0.0010,0.4828,0.5743,0.7914,0.0063,0.0744,0.1982
506.4719,0.3088,0.1280,0.0113,0.3748,0.4407,0.7602,0.0190,0.0439,0.0746
463.3499,0.7195,0.2498,0.0145,0.4701,0.5405,0.7801,0.0058,0.0540,0.0035
456.7351,0.3380,0.2669,0.0102,0.4560,0.5698,0.7273,0.0158,0.1030,0.0160
336.6429,0.3704,0.1682,0.0094,0.0622,0.3153,0.5145,0.0033,0.0119,0.0393
347.9268,0.3992,0.2150,0.0025,0.4763,0.5177,0.7943,0.0055,0.1019,0.0803
586.5111,0.9259,0.2975,0.0045,0.4733,0.5817,0.6324,0.0166,0.0649,0.0387
384.8883,0.3882,0.1161,0.0033,0.2676,0.4590,0.7738,0.0118,0.0429,0.1088
500.4538,0.3308,0.1203,0.0177,0.0332,0.3275,0.6947,0.0151,0.0302,0.0309
545.6547,0.4274,0.2554,0.0053,0.4343,0.5553,0.6827,0.0137,0.1011,0.0175
420.4636,0.3387,0.1906,0.0169,0.3296,0.5714,0.7483,0.0147,0.0660,0.0812
